Name,Description,Link
Shopify-Mautic Marketing Consent Sync,"Automates syncing customer marketing consent and segment membership between Shopify and Mautic using Shopify webhooks, Mautic API (OAuth2), Shopify GraphQL API, and webhook signature validation for secure marketing preference management.",https://drive.google.com/file/d/1zN6S3mMdCajQt1uAL-o9ZPyguEJd2id7/view?usp=sharing
Shopify to D365 Business Central Order Sync,"Automates syncing Shopify orders to Microsoft Dynamics 365 Business Central by creating sales orders or invoices via Business Central REST API. Utilizes n8n, Shopify API, and OAuth2-secured Business Central endpoints for customer lookup, order processing, and fulfillment integration.",https://drive.google.com/file/d/1zmDaPRf-ptFybgLnSq9O0551VpKSTtr-/view?usp=sharing
Shopify Customers to Google Sheets Exporter,"Automates fetching Shopify customers via Shopify API, handles pagination, and appends/upserts customer data (email, first name, last name, ID) to a Google Sheets document. Uses n8n with Shopify API, Google Sheets OAuth2, JavaScript for pagination parsing.",https://drive.google.com/file/d/1fP0t5Bb96L3S5t4WdlJ8-nSzZ7L3_SHE/view?usp=sharing
Shopify Product Launch Social Broadcaster,"Automates social media announcements for new Shopify products by posting customizable messages to Twitter and Telegram using Shopify Trigger, Twitter API, and Telegram API integration in n8n workflow.",https://drive.google.com/file/d/1NZ8lZZdUKPy3L3pqr_slg8n9HhdsLEP5/view?usp=sharing
Shopify New Order Trigger,"An n8n workflow that uses Shopify API to trigger on new orders creation in a Shopify store. It leverages Shopify webhook to automate workflows based on new order events, useful for order processing and notifications.",https://drive.google.com/file/d/1gWD3rGApsoSMcJFUEmFvhHlVKmTDyPtb/view?usp=sharing
Shopify Products Fetcher,An n8n workflow that triggers manually to fetch all products from a Shopify store using Shopify API credentials. It helps automate retrieval of product data for e-commerce operations.,https://drive.google.com/file/d/1M5Vs8VKfyI3a1WcfhSD_KZxQyu1RB2M5/view?usp=sharing
Shopify Campaign Image Uploader,Automates updating Shopify theme assets by uploading campaign images via Shopify GraphQL and REST APIs using n8n. Integrates Baserow webhook for triggers and supports dynamic content injection into Liquid templates.,https://drive.google.com/file/d/1uURaI3ZhMknXnvFwXLaZAxggLRMGjHS4/view?usp=sharing
Squarespace to Shopify Customer Sync via Google Sheets,"Automates conversion of Squarespace profile data to Shopify customer format using Google Sheets for data handling. Uses n8n webhook to receive submissions, processes data in batches, and updates Shopify customers and Squarespace profiles in Google Sheets seamlessly.",https://drive.google.com/file/d/1QAtegMZ0XeUBrnxbJDFRA_wNeiaPFs4g/view?usp=sharing
Shopify Tag Updater on Onfleet Delayed Tasks,Automates updating Shopify product tags based on Onfleet delivery task delays using Onfleet webhook triggers and Shopify API integration to synchronize delivery status with product metadata.,https://drive.google.com/file/d/12GNvlGT1ejb2ED1Qzdl71iwPYjVB3_nj/view?usp=sharing
Shopify Order to WhatsApp AI Alert,"Automatically monitors new Shopify orders, uses AI to summarize the order details, and sends a smart WhatsApp notification to the store owner or fulfillment team. Uses Shopify API, OpenAI, and WhatsApp Cloud API.",https://drive.google.com/file/d/1nxfdZ8ccd-dd3ZBphmieKXYUOPXwluRT/view?usp=sharing
