Name,Description,Link
Slack to Linear AI Ticket Generator,"Automates support ticket creation by scanning Slack #n8n-tickets channel for messages tagged with 🎫, uses OpenAI to generate ticket title, summary, priority, and suggestions, and creates tickets in Linear. Utilizes Slack API, OpenAI GPT, and Linear API.",https://drive.google.com/file/d/1cvE9LmhvKKzhF1Poy9bQl_u1J5FtbfL3/view?usp=sharing
Google Calendar Sync to Slack & Philips Hue,"Automates syncing Google Calendar events to update Slack status and Philips Hue lights in real-time. Uses Google Calendar API, Slack API, and HTTP webhooks for Philips Hue integration. Ideal for visual and status-based meeting notifications in teams.",https://drive.google.com/file/d/1vxMjVpPL_RtalRnGpAXgexqMZyAvS0g2/view?usp=sharing
Calendly to Pipedrive + Slack Follow-up,"Automates meeting logs and follow-up reminders by triggering on new Calendly invites, creating Pipedrive activities, scheduling a feedback reminder after the meeting, and notifying the sales team in Slack. Integrates Calendly API, Pipedrive API, Slack API, and n8n for workflow orchestration.",https://drive.google.com/file/d/1hddRngH86oWpZjwMk3Qb3r37eEYno88v/view?usp=sharing
Daily Google Calendar to Slack Reminder,"An n8n workflow that fetches all events from a Google Calendar, filters events for today's date in Asia/Qatar timezone, formats event details, and sends a daily summary message to a specified Slack channel. Uses Google Calendar API and Slack API with timezone and date/time manipulations.",https://drive.google.com/file/d/10rqnbWbLgcwoxygsXzDXgGV2cD-ENXn_/view?usp=sharing
Slack-Triggered GDPR Data Deletion,"An n8n workflow automating GDPR data deletion requests via Slack slash commands. It validates tokens, parses 'delete <email>' commands, triggers deletion workflows for Paddle, Customer.io, Zendesk, logs results in Airtable, and responds back on Slack. Integrates Slack API, Airtable, and custom workflows.",https://drive.google.com/file/d/18pbe3gyNtkm45OeSTh3vLHuwAQQp7UXo/view?usp=sharing
Slack Channel Setup and Messaging Automation,"Automates Slack workflow: creates a channel, invites users, posts a welcome message with attachments, and uploads files. Utilizes Slack API via n8n Slack nodes and HTTP Request node for fetching files. Ideal for team onboarding and communication setup.",https://drive.google.com/file/d/1OmaavYgXRpSvCd24eC-EgGKYL3p0cHHz/view?usp=sharing
Zendesk to Slack Ticket Sync,"Automates syncing of new Zendesk tickets to Slack threads using Zendesk API and Slack OAuth2. Creates or updates Slack threads with ticket info, keeping support communication organized across platforms.",https://drive.google.com/file/d/19PP715_kqb3VH2RlHLJaVknBukj1QaoV/view?usp=sharing
Urgent Bug Alert from Linear to Slack,"Automates notifications for urgent bugs by triggering on Linear issue events, filtering by priority and label, transforming data, and sending alerts to Slack channels using Linear API, n8n workflow, and Slack API.",https://drive.google.com/file/d/1DWRYCumtRxN5pPqtqajlyeHFkf9pBeRx/view?usp=sharing
Slack AI Agent with Gilfoyle Persona,"An n8n workflow creating a Slack AI chat agent mimicking Gilfoyle's blunt persona from Silicon Valley. Uses Slack webhook, OpenAI GPT-4o-mini, LangChain AI agent with SerpAPI and Wikipedia tools, plus memory buffer for conversation context retention. Filters bot messages and posts AI replies in Slack channels.",https://drive.google.com/file/d/1m3qgoBAOSIRT2tR3kKCqTbfL5tq4aDXi/view?usp=sharing
HubSpot Lead Alerts to Slack,"Automates lead monitoring by fetching new companies created in HubSpot within the last 5 minutes, filters those with annual revenue over $5M, and sends detailed Slack notifications to sales reps. Uses HubSpot API, Slack API, and n8n scheduling for real-time lead alerts.",https://drive.google.com/file/d/1yynN_3HSLqcpcXzkMbry3eT4xxpq4ehj/view?usp=sharing
Slack Idea Capture to Notion Logger,"An n8n workflow enabling Slack slash command /idea to capture user ideas and log them automatically into a Notion database. It uses Slack Webhooks, Notion API, and n8n automation to streamline idea collection and collaboration.",https://drive.google.com/file/d/1A9odeLpbsxahyPUbeR9tBHAbcyNtozf_/view?usp=sharing
Slack Ideas to Google Sheets Logger,"Automates idea collection from Slack via a slash command (/idea), storing submissions in Google Sheets. Utilizes Slack API for command triggers, Google Sheets API for data storage, and n8n webhook and workflow nodes for integration and automation.",https://drive.google.com/file/d/1ZrQ0fLPn9UNg3EL94v18PNG3PpE9yPDj/view?usp=sharing
n8n Slack Error Notifier,An n8n workflow that triggers on any error in other workflows and sends a formatted alert message to a Slack channel (#alerts-n8n-workflows) using Slack API. Includes customizable error details and quick setup instructions.,https://drive.google.com/file/d/1uEQj7JF-ciTRFY4kC88hrdODc0Cq3Tid/view?usp=sharing
Slack Command to ClickUp Task Creator,"Automate task creation in ClickUp from Slack slash commands. Uses Slack Webhook API, n8n for workflow automation, and ClickUp OAuth2 API to create tasks with command text. Simplifies managing tasks across Slack and ClickUp for teams.",https://drive.google.com/file/d/1mqLJ0CdzghPRW7wr73Qm5wI15I2c1Mxi/view?usp=sharing
GitHub Repo Release Notifier with Slack,"Automates daily checks of latest GitHub releases for specified repos (n8n-io/n8n, home-assistant/core) using GitHub API, and sends Slack notifications for new releases. Utilizes n8n workflow with HTTP Request, Schedule Trigger, Slack nodes.",https://drive.google.com/file/d/1rKL9FDLTNbzelJJbyE1SIRy8SMxhYuPJ/view?usp=sharing
Zendesk Unassigned Tickets to Slack,"Automates sending unassigned Zendesk tickets with status and subject to a Slack channel using Zendesk API, Slack API, and n8n workflow automation. Runs daily at 16:30 to keep teams informed about pending support tickets.",https://drive.google.com/file/d/1GeGNIigLFkqcG0tO5k1-HacwFBedtbe_/view?usp=sharing
Notion To Do to Slack Reminder,"Automates daily checks of Notion to-dos assigned to a specific user, sending reminders via Slack DMs. Utilizes Notion API for task retrieval and Slack API for messaging, triggered every morning at 8AM to streamline task management and notifications.",https://drive.google.com/file/d/1APLFSbNgWOvE2fhx-x_Gz5Dr2AQPM3b2/view?usp=sharing
Slack GitHub User Info Fetcher,"An n8n workflow that fetches GitHub user details including name, company, location, avatar, and emails via GitHub GraphQL API, triggered by Slack messages using Slack webhook and OAuth2 integration.",https://drive.google.com/file/d/1mFDKkfLBaDxW3jvt8dDlrrTHyzb56rHo/view?usp=sharing
WooCommerce New Product Alert to Slack,"Automates notifications in Slack for new WooCommerce product creations. Utilizes WooCommerce API webhook trigger to capture new product events and Slack API to send detailed messages including product name, price, sale price, link, and creation date to a specified Slack channel.",https://drive.google.com/file/d/115e3dolDIe-MH_89cX21VUvOOTL-XvI-/view?usp=sharing
WooCommerce New Order Alert to Slack,An n8n workflow that triggers on new WooCommerce orders over $100 and sends detailed notifications to a Slack channel. Integrates WooCommerce webhook API with Slack API to automate real-time order alerts for efficient sales tracking.,https://drive.google.com/file/d/11c4ijbSNM1yuw8suAYqDsVqNYQLw-_kI/view?usp=sharing
Typeform to Airtable with Slack Alert,"Automates form submission handling by triggering on Typeform responses, extracting name and email, appending them to Airtable, and sending a Slack notification. Uses Typeform API, Airtable API, and Slack API for seamless data flow and real-time alerts.",https://drive.google.com/file/d/15rANEqSXdsE9oDNEaHrESqq7gV0OfLsm/view?usp=sharing
Twitter Mention Alert to Slack,"Automates monitoring Twitter for mentions of a specified company every 10 minutes using Twitter API; formats tweet info and posts alerts to Slack channel. Utilizes n8n, Twitter OAuth1 API, Slack API.",https://drive.google.com/file/d/1soMGEPXuUuOuROw4T1rFEYWjBshTohIe/view?usp=sharing
Daily Birthday Reminders from Google Contacts to Slack,"Automates daily retrieval of Google Contacts with birthdays, filters for today's birthdays, and sends reminders to Slack channels using Google Contacts API and Slack API. Scheduled to run at 8 AM daily, ideal for team and personal birthday notifications.",https://drive.google.com/file/d/1IFBJrnbqp91YpytMdC_CXokVZTcAj1C5/view?usp=sharing
Weather Updates via Slack,"Automates fetching weather forecasts using OpenStreetMap and US National Weather Service APIs, then posts detailed weather info to Slack channels via OAuth2 authentication. Ideal for real-time weather notifications triggered by Slack messages.",https://drive.google.com/file/d/1nCYh5j4sixdVy0KVOXCC2zsqp3G28IVS/view?usp=sharing
Lemlist Reply Automation with Slack & OpenAI,"Automates handling of Lemlist email replies using OpenAI GPT-4 for classification and sends categorized alerts to Slack. Also manages unsubscribe and interested lead statuses via Lemlist API. Integrates Lemlist, OpenAI GPT-4, Slack, and n8n automation.",https://drive.google.com/file/d/14tdLVh5vagFq1DJxow32n2Le8K9dNuQD/view?usp=sharing
Slack-Qualys Vulnerability Scan Bot,"Automates vulnerability scans and report generation in Qualys via Slack using Slack Events API, modals, and Qualys API integrations. Enables users to start scans and create detailed reports through interactive Slack modals with real-time feedback.",https://drive.google.com/file/d/132DsyCG80xEB9EGy6CQAwUqH1CJWeAqv/view?usp=sharing
Slack Command to Generate Google Meet Links,"Automate instant Google Meet link creation from Slack using n8n. Integrates Slack slash commands, Google Calendar API (with Google Meet conferencing), and Slack API for messaging. Creates temporary calendar events, shares meet links in Slack channels, then deletes events automatically.",https://drive.google.com/file/d/1LrkVLNR-c5xBSKW6BZG_unggBdrSDlk0/view?usp=sharing
Slack AI Chatbot via Slash Commands,"Creates an AI chatbot integrated with Slack using n8n workflows, Slack slash commands, and OpenAI GPT-4o-mini. Handles webhook triggers, command routing with switch nodes, AI response generation via Langchain/OpenAI, and sends messages back to Slack channels for interactive chatbot functionality.",https://drive.google.com/file/d/1aPUDwUnnqtqq89O_6BTCj07I9SmYTNJu/view?usp=sharing
Slack to Linear Bug Reporting Workflow,Automates bug reporting by capturing Slack /bug commands and creating detailed issues in Linear via GraphQL API. Utilizes Slack Webhooks and Linear OAuth2 API for team and label management. Ideal for streamlined developer bug tracking.,https://drive.google.com/file/d/1fY44AlxQM602fcXDrJCybG_NBLiJtCac/view?usp=sharing
Notion Task Reminders via Slack,"Automates daily weekday reminders of incomplete tasks from a Notion database by sending personalized Slack direct messages. Uses Notion API, Slack API with OAuth2, and cron scheduling to match task assignees with Slack users for timely task alerts.",https://drive.google.com/file/d/1q9Q3w5o3CTQNkmuxSJ6d_FAWUwXvx-S8/view?usp=sharing
Qualys Slack Bot for Vulnerability Scans & Reporting,"Automates security operations by integrating Slack with Qualys API. Users trigger vulnerability scans and generate detailed reports via Slack modals. Employs Slack API for interactive workflows and Qualys for scanning and report generation, enhancing security task efficiency.",https://drive.google.com/file/d/1TguXgCoTZ336aYTJDawdP86psmF06WFK/view?usp=sharing
Slack Webhook Signature Verification,"An n8n workflow to securely verify Slack webhook signatures using HMAC SHA256 and Slack's signing secret. It ensures received requests are authentic by reconstructing the signature from headers and body, preventing forgery or unauthorized bots.",https://drive.google.com/file/d/1gUUxdG5DIZl7d-nS3rXtvWPM2r0T2-5R/view?usp=sharing
Daily RSS to Slack Post,"Automates fetching yesterday's RSS feed posts from a blog and posts them as formatted messages to a Slack channel every morning at 8 AM. Utilizes n8n workflow with RSS Feed Read, DateTime, Slack API, and custom JavaScript for message building.",https://drive.google.com/file/d/1V0l8fm3Wyfpkr_B9BmCHkzrAptCzUaW0/view?usp=sharing
Slack AI Chatbot with n8n Slash Commands,"This n8n workflow enables creating a Slack AI chatbot using slash commands, integrating Slack Webhook and Slack API with OpenAI GPT-4o-mini through LangChain nodes. It automates command handling, AI response generation, and posting messages back to Slack channels.",https://drive.google.com/file/d/1iTUHr2-kwW-VRhU5Q0Y9zndcQR1xCE9A/view?usp=sharing
Slack Image Upload to S3 via Modal,"n8n workflow automates Slack interactions to upload images (.jpg, .png, .pdf) to an S3 bucket. Uses Slack Events API and Modals for user input, downloads files from Slack, uploads to S3, and posts links back to a Slack channel, enhancing file sharing efficiency.",https://drive.google.com/file/d/1J6oC4UwhAN4rlPy5BwY0m0ddomeieeg3/view?usp=sharing
Venafi Slack CertBot: Automated Cert Requests,"An n8n workflow integrating Slack API, Venafi TLS Protect Cloud, VirusTotal, and OpenAI to automate Certificate Signing Requests. Uses Slack modals for inputs, VirusTotal for domain risk analysis, AI for report generation, and conditionally auto-issues or requests manual approval.",https://drive.google.com/file/d/1A44GTcVox4E8w7fzjJ0uoW_obNO7bIQ_/view?usp=sharing
Weekly Notion Ideas Summary to Slack,"Automates weekly aggregation of new product ideas from a Notion database, filters by UX-related ideas, counts unique entries, and posts a summary message to a specified Slack channel. Utilizes Notion API, Slack API, and n8n's scheduling and data processing nodes.",https://drive.google.com/file/d/1pQwdhsO83oU0yonlf222SKCgsPYVikty/view?usp=sharing
AI Support Agent with Email Verification & Slack Alert,"An AI agent workflow using OpenAI GPT-4o-mini and LangChain framework in n8n. It checks user input for an email, prompts for it if missing, or alerts a Slack channel for human support. Integrates chat triggers, memory buffer, and conditional logic for support escalation.",https://drive.google.com/file/d/1anQLXOTS_V4cyhyk3tWoHdiLVSeVdEs9/view?usp=sharing
Discourse Lead Enrichment & Slack Notifier,"Automates enrichment of new Discourse community members using Clearbit API, filters common personal emails, evaluates company data for lead value, and posts high-value lead info in Slack. Utilizes Discourse webhook, Clearbit enrichment, and Slack API integration.",https://drive.google.com/file/d/1iMO23qiPUWsKi9Sff2MP9n1b-tkO_hzN/view?usp=sharing
Pipedrive Lead Enrichment & Slack Alerts,"Automates the enrichment of Pipedrive leads with Clearbit data and sends filtered high-value lead alerts to Slack. Utilizes Pipedrive API, Clearbit API, and Slack API, running every 5 minutes to update and notify sales teams about potential B2B leads with revenue and employee criteria.",https://drive.google.com/file/d/1jym3WKFkv6k8w3D7Rm0fXwvjGSNOCOgy/view?usp=sharing
Slack Command Handler with Dynamic Workflow Calls,"An n8n workflow integrating Slack API to process slash commands, validate incoming requests securely, and dynamically trigger sub-workflows based on commands. Uses Slack API, HTTP requests, and conditional logic to provide customizable bot commands and threaded conversations.",https://drive.google.com/file/d/1j2FXQzh1PBaSFRrvFM9RWHZq_Pgau3-B/view?usp=sharing
Lemlist Reply Auto-Categorizer & Slack Alerts,"Automate classification of Lemlist email replies using OpenAI GPT-4o and send structured Slack notifications. Features include auto-unsubscribe and marking interested leads via Lemlist API integration. Workflow uses n8n with Lemlist, OpenAI, Slack APIs.",https://drive.google.com/file/d/1V61HhdLd22cryBbpdft57n6y-skMAxAB/view?usp=sharing
Venafi Slack CertBot Automation,"Automates SSL certificate requests via Slack using Venafi TLS Protect Cloud, VirusTotal for domain risk analysis, and OpenAI for risk summarization, enabling auto or manual CSR issuance with Slack modal interactions and security validation workflows.",https://drive.google.com/file/d/1KeSfIgbw-0OnL4wYDCLf1SkKq0i0Oo4j/view?usp=sharing
Slack Notify & Jira Ticket for Quarantined Emails,"Automates incident response by notifying quarantined email recipients via Slack using Slack API and Sublime Security API, and creates Jira tickets for opened suspicious emails. Integrates Sublime Security webhook, Slack user lookup, and Jira Software Cloud for security alert management.",https://drive.google.com/file/d/1dLl610bkgHvg6siE8VKUng_-KW5NGrxr/view?usp=sharing
Auto Slack Channels for Webflow Forms,"Automates creation of Slack channels named after Webflow forms, sending form submissions as Slack messages. Utilizes Webflow trigger and Slack API with Bot OAuth token. Also notifies #general channel for new channels, enabling seamless team communication.",https://drive.google.com/file/d/121DJNGcW0rY_THBa8f1lyQ4lMglmXfie/view?usp=sharing
BambooHR Webhook Testing with PostBin & Slack,"This n8n workflow enables testing BambooHR webhooks without changing webhook URLs by using PostBin for request capturing and Slack for notifications. It integrates BambooHR API, PostBin API, Slack API, and OpenAI to monitor HR data changes and send welcome messages.",https://drive.google.com/file/d/1_pJnX7YULtOIArtPUBh1ZXsQTjc19hgH/view?usp=sharing
ServiceNow Incident Alerts to Slack,"Automates fetching new ServiceNow incidents every 5 minutes and posts detailed incident notifications to a Slack channel. Utilizes ServiceNow API, Slack API, and n8n scheduling and sorting nodes for real-time IT incident monitoring and team alerting.",https://drive.google.com/file/d/1OHz-iolKgkeMRK9b2BvvjWSAFvs6tfUz/view?usp=sharing
Slack Water Drinking Reminder with AI Motivate,"Automates water intake reminders via Slack using Google Sheets for logging, OpenAI GPT-4o-mini for personalized motivational messages, and iOS shortcuts integration. Encourages healthy hydration with friendly AI-generated advice and tracks drinking habits.",https://drive.google.com/file/d/1YcosMuDBYqfUpkqM4zH844brykh8wBW6/view?usp=sharing
GitHub Release Updates to Slack,"Automates monitoring of GitHub repo releases using RSS feeds, caches release IDs in Redis, processes release notes with Google Gemini AI to extract and translate key info to Chinese, and posts formatted updates to Slack channels with error notifications.",https://drive.google.com/file/d/1JPsEUlOHaSLSoO9fDp9mKL2ZPB-QT8Hd/view?usp=sharing
Slack Error Notification Workflow,An n8n workflow that triggers on any error event and sends a formatted alert to a specified Slack channel using the Slack API. It helps teams quickly identify failed workflow executions with direct links for troubleshooting.,https://drive.google.com/file/d/1lH9ymiEvWyiaCyjraSUoTQWEf4ZXoASC/view?usp=sharing
Onfleet Driver Signup Slack Notification,"Automates notifications to Slack when a new driver signs up in Onfleet. Uses Onfleet API trigger to detect new driver creation and Slack API to send messages to a specific channel, enhancing team awareness instantly.",https://drive.google.com/file/d/1DfEBDlv7b76vJgYvtHfW99cIab8F5OkE/view?usp=sharing
Download Image and Post to Slack,An n8n workflow that downloads an image file from a specified URL using HTTP Request and then posts it to a designated Slack channel via Slack's API with OAuth2 authentication. Automates file sharing seamlessly between web and Slack.,https://drive.google.com/file/d/1UUfXGdo2LZDnNYkb-3H08Efwl6aOXrTL/view?usp=sharing
TwentyCRM Event Notifications to Email & Slack,"An n8n workflow that receives event triggers from TwentyCRM via webhook, filters and logs event data to Google Sheets, and sends notifications to Gmail or Slack channels based on event type (e.g. deletion events emailed, others sent to Slack).",https://drive.google.com/file/d/1tYsNWJbVoOVFnVX2SOJRmIzYf0EuH_IW/view?usp=sharing
GitHub Stars Slack Notifier,"Automates Slack notifications for GitHub star events on n8n's repository, using GitHub Trigger and Slack API nodes. It alerts the #general Slack channel when someone stars or unstars the repo, showing user info and star count.",https://drive.google.com/file/d/1acT02P77WAcdFgCDdcHhisjWKwBRFwnn/view?usp=sharing
GitHub Release Notifier to Slack,Automates notifications of new GitHub releases from Mesdocteurs/mda-admin-partner-api repository by triggering on release events and sending detailed messages to Slack channel 'extranet-md' using GitHub API and Slack API integration in n8n.,https://drive.google.com/file/d/17eFNoMGWY68LDXC2vlAUjNC-ZznoIa9A/view?usp=sharing
WooCommerce Refund Alerts to Slack,"Automates notifications for WooCommerce store refund events over $100 by sending detailed alerts to a Slack channel. Utilizes WooCommerce API as the trigger and Slack API to deliver refund info, streamlining refund monitoring for e-commerce teams.",https://drive.google.com/file/d/1Ndi0ATE21Yb31npE8c_KKNc6eHep5sTM/view?usp=sharing
Netlify Deploy Failure Alert to Slack,An n8n workflow that triggers on Netlify deploy failures and sends detailed alerts to a Slack channel. Integrates Netlify webhook events with Slack API to notify teams about deployment errors instantly.,https://drive.google.com/file/d/1b9L-eE0WE-OSQ7edk6Zb4ECEHVxawGMq/view?usp=sharing
