Name,Description,Link
AI WordPress Post Creator,"Automates creating SEO-friendly WordPress draft posts using OpenAI GPT-4o-mini for article and chapter generation, Wikipedia for fact verification, and DALL-E for featured image creation in n8n workflow.",https://drive.google.com/file/d/13gIiU4cTgwf-vtXEfS_aH-qsObv90hPi/view?usp=sharing
WordPress SEO Content Automation with DeepSeek & DALL-E,"Automates blog content creation for WordPress using DeepSeek R1 AI for SEO-friendly articles, OpenAI DALL-E 3 for cover images, and Google Sheets for idea input. Integrates WordPress API to publish drafts and update editorial plans seamlessly.",https://drive.google.com/file/d/1O-SsDT9ElafXPbHF672i8u8efYsNRjbs/view?usp=sharing
AI-Powered WordPress Blog Post Optimizer,"Automates WordPress blog content creation and SEO optimization using Google Sheets, OpenAI (DeepSeek), WordPress API, and Langchain. Generates titles, articles, images, drafts posts, and SEO meta tags, updating all data back to Google Sheets seamlessly.",https://drive.google.com/file/d/1DKtcyGKYgn9Mh5FqRUooSJiVpYdh7jfs/view?usp=sharing
WordPress Content Chatbot with OpenAI & Supabase,"An n8n workflow integrating WordPress API, OpenAI embeddings & GPT-4o-mini, and Supabase vector DB. It fetches, filters, converts WP posts/pages to markdown, embeddings for search, and enables AI chat with website content using stored vectors and Postgres memory.",https://drive.google.com/file/d/1_QeR5YvuhmKSdH-3yoNfnwUAWvXhz2Ck/view?usp=sharing
WordPress Automated SEO Content & Image Creator,"Automates SEO-friendly WordPress blog posts creation using Google Sheets for ideas, DeepSeek AI for article and title generation, OpenAI DALL-E 3 for cover images, and WordPress API for publishing and media uploading. Ideal for blog content managers.",https://drive.google.com/file/d/1ZVMJlVSZ7JmDJLiCoPA4veWMU9OA31pZ/view?usp=sharing
AI Auto-Tagging for WordPress Posts,"Automate blog post tagging in WordPress using n8n with OpenAI for AI-generated tags. Uses RSS feed triggers, WordPress REST API, and Langchain nodes for content analysis to enhance SEO and content categorization without manual input.",https://drive.google.com/file/d/1ximkwa7d0UPX0iy_p82qGxG4SZkBPtfF/view?usp=sharing
SEO-Optimized WordPress Blog Generator,"Automates SEO-optimized blog post creation for WordPress using Perplexity.ai for research, OpenAI GPT-4 mini for writing and HTML generation, WordPress API for publishing, and Telegram for success notifications. Ideal for content marketers and bloggers.",https://drive.google.com/file/d/1IBduyESoRAlw82Vl7eHjDSsNXFpITftW/view?usp=sharing
WordPress to Medium Blog Publisher,"Automates fetching latest blog posts from a WordPress site (using HTTP Request and HTML extraction), parses post titles and content, and publishes them on Medium via its API. Ideal for automated blog cross-posting and content repurposing.",https://drive.google.com/file/d/1tOPHN1BwSPFbuz48SFknp2qrzGm6EMmh/view?usp=sharing
Export WordPress Posts to Google Drive CSV,"This n8n workflow exports published WordPress posts by fetching them via WordPress API, adjusts relevant fields, converts data to CSV, and uploads the file to Google Drive using service account authentication. Ideal for automated WordPress content backups or integrations.",https://drive.google.com/file/d/1Ft6qpflwg1oaTV8rAcQvMX1dLW_CoMHx/view?usp=sharing
WordPress Article Text-to-Speech Automation,"Automates retrieval of WordPress articles, generates summaries or transcriptions with OpenAI GPT-4o-mini, converts text to speech using Eleven Labs API, uploads MP3 to WordPress, and updates the post. Integrates WordPress API, LangChain, OpenAI, and Eleven Labs TTS.",https://drive.google.com/file/d/1bHkpZKUW-BjXxGgOBWueBkYBe0BVqvQ0/view?usp=sharing
AI Summary Generator for WordPress Posts,"Automates adding AI-generated summaries to WordPress posts using OpenAI (GPT-4o-mini), Google Sheets for tracking, and Slack for notifications. Converts post HTML to Markdown, classifies summarized content, updates posts via WP REST API, and logs activity efficiently.",https://drive.google.com/file/d/1UiO2SVeOYeyFijHIob2c5tYhBY4mR8rP/view?usp=sharing
AI-Driven WordPress Post Categorizer,"Automates WordPress blog post categorization using OpenAI's language model integrated via n8n. Fetches posts, classifies by predefined taxonomy, and updates categories natively in WordPress. Ideal for content strategists seeking efficient organization and SEO improvements.",https://drive.google.com/file/d/1lHMMSixU3iAE0EJX1BOeh_Jd0-3AitkP/view?usp=sharing
AI Auto-Categorize WordPress Posts,"Automate WordPress blog post categorization using OpenAI's language model with n8n. This workflow fetches all posts, applies AI-based taxonomy classification, and updates categories via the WordPress API, streamlining content organization for bloggers and marketers.",https://drive.google.com/file/d/1XNuNd67d54Yf7Iimq3niLq02WFYqAMe_/view?usp=sharing
WordPress Blog Post Automation from Airtable,"Automates posting AI-generated markdown blog posts from Airtable to WordPress. Converts markdown to HTML, uploads featured images from Pexels API, and updates Airtable status. Utilizes n8n, Airtable, WordPress API, Pexels API for seamless content publishing.",https://drive.google.com/file/d/1KkXaj55XvJ_GqDVgG3vqfpzxiD2XEGVl/view?usp=sharing
Automated Blog Post Creator for WordPress,"An n8n workflow integrating Google Sheets, OpenAI (OpenRouter), and WordPress XML-RPC API to automate blog post drafting, updating, and publishing based on a scheduled spreadsheet. Uses dynamic prompts and manages status logs for seamless content creation.",https://drive.google.com/file/d/1Fgdq7Rpkeb54-9gQXIlK8Es3iTXFIBTZ/view?usp=sharing
WordPress Form Lead Capture to Mautic,"Automates capturing leads from WordPress forms via webhook, normalizes data (name, email, mobile), validates emails, and creates contacts in Mautic CRM. Built using n8n workflow with WordPress webhook and Mautic API integration.",https://drive.google.com/file/d/1SSNqsUB-DKZlNT1fOko0gmLRt4dc9ZaD/view?usp=sharing
WordPress Posts to CSV Exporter,"Automates exporting all WordPress posts using WordPress API, converts them to CSV via n8n spreadsheet node, and saves a local CSV file. Ideal for non-coders needing quick WordPress content exports as CSV files.",https://drive.google.com/file/d/1T7HZECNSHl8C8u1BtDw5-qTi0EUtiye5/view?usp=sharing
WordPress Post Create and Update Workflow,"Automates creating and updating WordPress posts using the WordPress API nodes in n8n. Triggered manually, it first creates a post with a title, then updates its content. Useful for content management automation with WordPress and n8n.",https://drive.google.com/file/d/1S_3uHr5dxoqmR4dDGYqyWBDODqO9CcSf/view?usp=sharing
Post WordPress Blog via XML-RPC HTTP Request,"An n8n workflow to post blog entries on Wordpress.com using XML-RPC protocol via HTTP Request node. It uses JavaScript code to prepare XML payload, handles XML response, and supports posting with a manual trigger. Tech stack: n8n, Wordpress XML-RPC API.",https://drive.google.com/file/d/1DIbFFnHoV32Rm2j93a7S598dgJWQEav9/view?usp=sharing
Fetch All Wordpress Posts,An n8n workflow using Manual Trigger and Wordpress API to fetch all posts from a Wordpress site. Ideal for automating content retrieval from Wordpress blogs or websites.,https://drive.google.com/file/d/17DXed_1fdEYEPYoSU7_VdDuSl5N9bRSX/view?usp=sharing
