Name,Description,Link
WordPress RAG & GenAI Content Chatbot,"An n8n workflow integrating WordPress API, OpenAI embeddings (text-embedding-3-small), GPT-4o-mini chat model, Supabase vector DB, and Postgres for chat memory. It automates content embedding, updates, and provides a semantic search chatbot using website content.",https://drive.google.com/file/d/1_L6tgZQVrLQ_fxXjiOpFDKwAK4_6vHcf/view?usp=sharing
AI Chatbot with Jina.ai Webpage Scraper,"An AI-powered chatbot workflow integrating Langchain and OpenAI's gpt-4o-mini model with Jina.ai's real-time web scraping tool. It scrapes live website data from user-supplied URLs, retains conversation memory, and delivers accurate, context-aware answers dynamically, ideal for research and support.",https://drive.google.com/file/d/1ZBjv6F2ypddMRhralsMrVqg6ggvQsSqM/view?usp=sharing
HR & IT Helpdesk Chatbot with Voice Support,"An n8n workflow integrating Telegram, OpenAI for text and audio transcription, PostgreSQL vector DB, and Langchain AI agent to build an interactive HR & IT helpdesk chatbot that answers employee queries with internal policy data from PDFs.",https://drive.google.com/file/d/1e4XBgVUXCu5KrIIBIUUNk1yDycDRmt5m/view?usp=sharing
"AI WhatsApp Chatbot: Text, Voice, Image, PDF","An AI-powered WhatsApp chatbot built with n8n integrates WhatsApp API, OpenAI GPT-4o-mini for chat, image analysis, audio transcription, and PDF extraction. It processes text, voice, images, and PDFs to generate intelligent, context-aware replies for versatile user interactions.",https://drive.google.com/file/d/1DGlPmCV803gj8iTbtT9LOwNsY9BoRAIL/view?usp=sharing
AI Chatbot with Long Term Memory & Telegram,"An AI chatbot workflow integrating OpenAI GPT models with long-term memory and note storage in Google Docs. It processes Telegram messages, retrieves and saves user memories and notes, and provides personalized, context-aware responses via Telegram.",https://drive.google.com/file/d/1HrgQhNnFSGLjZvOHIggg3PsVXnc6EULC/view?usp=sharing
WooCommerce Order Support Chatbot,"An n8n workflow integrating WooCommerce API, DHL tracking, and OpenAI GPT-4 to provide secure, AI-driven customer service chat. Supports encrypted user email, order lookup, shipping status retrieval, and interactive chat embedding for WooCommerce stores.",https://drive.google.com/file/d/1yRqIznkT-bkcGGRioHLw8Mwa3dBeh5To/view?usp=sharing
AI Customer & Sales Support Chatbot,"An AI-driven customer support and sales assistant for Apple Case products integrating OpenAI GPT-4.1 with Google Sheets for inventory and order management. Handles stock queries, places orders, updates inventory, and interacts via chat with memory and tool calls.",https://drive.google.com/file/d/1uyOYifjvIgWxm3HEj_uR_dm3QIRvqrFZ/view?usp=sharing
AI Chatbot for YouTube Video Summarization,"An AI-powered n8n workflow that fetches YouTube video details and transcripts via YouTube Data API & youtube-transcript package, then uses OpenAI GPT models for interactive summarization and analysis of video content through chat.",https://drive.google.com/file/d/1DrLI6GV_aRTh-ULfUVVen98KIA0tVi9q/view?usp=sharing
Telegram AI Multi-Format Chatbot,"An n8n workflow that creates a Telegram chatbot using OpenAI GPT-4o for conversational AI with memory buffer. It handles text and voice messages, transcribes audio with OpenAI API, and responds dynamically via Telegram API, enabling rich multi-format AI conversations.",https://drive.google.com/file/d/1xmKq-0jrNf49lFSszbQyYIx4k_B0Yu-D/view?usp=sharing
HR & IT Helpdesk Chatbot with Audio Transcription,"An n8n workflow that builds an AI-powered HR & IT helpdesk chatbot using OpenAI GPT for text and audio transcription, Telegram for messaging, PostgreSQL with PGVector for vector storage, and LangChain tools for knowledge retrieval and chat memory.",https://drive.google.com/file/d/1ibG-n0nxJtz63EK99y82ugOlun73ckv3/view?usp=sharing
Voice RAG Chatbot with ElevenLabs & OpenAI,"An n8n workflow integrating ElevenLabs voice agent, OpenAI GPT language model, Qdrant vector store, and Google Drive for Document Retrieval-Augmented Generation (RAG). Automates voice Q&A using AI embeddings, vector search, and real-time audio responses.",https://drive.google.com/file/d/1uBflRU8n_fqYxB4MVIigUM64g9NztrXO/view?usp=sharing
Notion RAG Chatbot with OpenAI & Supabase,"An n8n workflow that enables retrieval-augmented generation (RAG) from live Notion data. It uses Notion API to fetch updated content, OpenAI GPT-4 for embeddings and chat models, and Supabase as a vector store to index knowledge base for context-aware Q&A chatbot.",https://drive.google.com/file/d/10XoL6F7X0eInyNEmlpg2ie9C36Y7rVH4/view?usp=sharing
Telegram AI Document Chatbot with Supabase & Gemini,"No-code Telegram bot using n8n that lets users upload PDFs, extracts text, creates embeddings with Google Gemini, stores them in Supabase vector DB, and answers document-based queries. Integrates Telegram API, Google Gemini LLM, Supabase, and optionally OpenWeatherMap.",https://drive.google.com/file/d/1p9Qj5Yb1M-H4EFyJZVTkCD2gjzESMPqa/view?usp=sharing
Voiceflow Chatbot & Calendar Integrator,"An n8n workflow integrating Voiceflow conversational agents with Google Calendar and Qdrant RAG system. Uses OpenAI GPT-4o-mini for LLM tasks, Qdrant for vector search, Google Drive for document handling, and webhooks for multi-channel chatbot, appointment, and order tracking automation.",https://drive.google.com/file/d/1JVybjw5KObvljsYItMScb1lumejvpf6r/view?usp=sharing
WhatsApp AI Chatbot with RAG Knowledge Base,"An n8n workflow integrating WhatsApp Business API, OpenAI GPT-4o-mini, Langchain agent, Qdrant vector DB, and Google Drive to build an AI-powered chatbot for electronics stores. It uses a Retrieval-Augmented Generation (RAG) system to provide accurate product info & support via WhatsApp.",https://drive.google.com/file/d/1gr0X0Hqd0zN3SONuGcga9Q2alP3YoGDI/view?usp=sharing
WordPress Content Chatbot with OpenAI & Supabase,"An n8n workflow integrating WordPress API, OpenAI embeddings & GPT-4o-mini, and Supabase vector DB. It fetches, filters, converts WP posts/pages to markdown, embeddings for search, and enables AI chat with website content using stored vectors and Postgres memory.",https://drive.google.com/file/d/1_QeR5YvuhmKSdH-3yoNfnwUAWvXhz2Ck/view?usp=sharing
WooCommerce AI Chatbot for Post-Sales Support,"An AI-powered chatbot workflow integrating WooCommerce, OpenAI, Qdrant vector DB, and Google Drive for secure, verified post-sales support. It automates order and tracking inquiries, FAQ answers, and escalates complex issues via Telegram for a seamless customer service experience.",https://drive.google.com/file/d/1YukghqXfMJFoD77C4PnqJdQL5AONvZel/view?usp=sharing
Multi-AI Chatbot for Postgres & QuickCharts,An n8n workflow featuring multi-agent AI chatbot integration with Postgres/Supabase for SQL querying and QuickChart for dynamic chart generation. Uses OpenAI GPT-4o-mini models and Langchain nodes to provide interactive data analysis and visualization within chat.,https://drive.google.com/file/d/1VTXWbBiWaTreGvDJHBdVtYMgc-cGKTE3/view?usp=sharing
AI Chatbot with Long-Term Memory & Telegram,"An advanced AI agent chatbot using OpenAI and LangChain in n8n workflow. It integrates Telegram for messaging, Google Docs for storing long-term memories and notes, and uses context windows for personalized, contextual conversations with memory management.",https://drive.google.com/file/d/1iwiTydceqjnoIYqmNwUTSRyDnEktTKc5/view?usp=sharing
Company Docs RAG Chatbot (Google Drive + Pinecone),"Automates retrieval-augmented generation (RAG) for company documents stored in Google Drive. Uses Google Gemini (PaLM) for embeddings and chat, Pinecone for vector storage, and n8n workflow triggers for live updates. Enables AI chat assistant to answer HR queries from internal docs.",https://drive.google.com/file/d/1TFa_f0lNLLC0ETrGlPPb7IALQVj9s0SJ/view?usp=sharing
AI-Powered WhatsApp Chatbot Workflow,"An n8n workflow that creates an AI chatbot for WhatsApp using WhatsApp API, Google Gemini (PaLM) for multimodal AI (audio, video, image), Langchain AI Agent, and Wikipedia tool integration. It processes and responds to varied message types intelligently.",https://drive.google.com/file/d/1HVGB-hO3b2DEM_7AYiLDD5Lxws5q4R5n/view?usp=sharing
Slack AI Chatbot with RAG for Staff,"An AI-powered Slack chatbot for company staff that uses OpenAI and Anthropic models with Qdrant vector search to retrieve and answer employee queries from internal documents. Integrates Slack API, Google Drive, and Langchain nodes for seamless RAG support and real-time help.",https://drive.google.com/file/d/1ukkRVt3ZdGxpFXJYWrGjGdPdpwzkmSld/view?usp=sharing
AI Voice Chatbot with Memory & TTS,"An AI voice chatbot workflow integrating OpenAI for speech-to-text, Google Gemini for contextual chat, LangChain memory for conversation context, and ElevenLabs for text-to-speech audio generation. Enables real-time voice interactions with maintained conversation memory.",https://drive.google.com/file/d/1IcAhT74RP2E7O59ZekKfcV0a3zUDhAtE/view?usp=sharing
AI-Powered WhatsApp Chatbot Workflow,"An n8n workflow integrating WhatsApp API with Google Gemini AI and Langchain tools to handle, analyze, and respond to various message types (audio, video, image, text) in WhatsApp chats using AI transcription, summarization, and multimodal content description.",https://drive.google.com/file/d/1a0MPTtxltX-t6uRTzzmt-NWad9b5b0uC/view?usp=sharing
Line Chatbot with CBT AI Therapist,"An n8n workflow integrating Line Messaging API with Azure OpenAI to create a conversational CBT (Cognitive Behavioral Therapy) chatbot. Uses Langchain AI Agent powered by Azure OpenAI, handles text messages, provides therapy guidance, and sends replies via Line API with user-friendly loading animations.",https://drive.google.com/file/d/1K51iHjl61NCp0J_A1MldSpo8Hgf7L-6V/view?usp=sharing
Telegram AI Chatbot with OpenAI GPT,"An n8n workflow that triggers on Telegram messages, processes them using OpenAI GPT-4o-mini via Langchain AI Agent, and responds with helpful, emoji-rich replies. It integrates Telegram API and OpenAI API for interactive chat automation.",https://drive.google.com/file/d/1mnI5DDCNgIO8ECj77px0Vlh87xV91fT9/view?usp=sharing
AI Pizza Order Chatbot with OpenAI & HTTP APIs,"This n8n workflow implements Pizzaro, an AI-powered pizza ordering chatbot using OpenAI (ChatGPT) and Langchain nodes. It manages customer orders by retrieving product info, processing orders, and checking status via HTTP webhooks, enhanced with calculator and memory tools.",https://drive.google.com/file/d/1Fv63bWKnDFVO3B2BrzzX1WJMktRqPqSS/view?usp=sharing
GPT-4o Chatbot with Brave Search Integration,"An AI chatbot workflow using n8n, featuring GPT-4o via OpenAI, Brave Search API through MCP Client Tools, and short-term memory. It processes chat queries, executes web searches, and provides enriched responses, ideal for developers integrating AI search chatbots.",https://drive.google.com/file/d/1X6oUQhqwJ7vP1DI8tiDNH70Xkc_jha-0/view?usp=sharing
Telegram AI Chatbot with Multi-Session Management,"An AI-powered Telegram chatbot workflow using OpenAI GPT-4o-mini and Langchain for conversational AI, integrated with Google Sheets for multi-session management, command handling (/new, /current, /resume, /summary, /question), and context-based memory. Enables robust user chat experience via Telegram API.",https://drive.google.com/file/d/1VRQODfcXViQuzMG1i3C-VrmV1irKaOtE/view?usp=sharing
Google Drive to Pinecone FAISS Chatbot,"Automates document ingestion from Google Drive, splits text for processing, generates OpenAI embeddings, stores/retrieves in Pinecone vector DB, enabling chatbot Q&A with LangChain in n8n workflows.",https://drive.google.com/file/d/1xewsABYl8-X4SIuXQNqPB0T75_VXyd2y/view?usp=sharing
Bitrix24 Chatbot Webhook Automation,"This n8n workflow implements a chatbot for Bitrix24 using webhook integration. It handles events like message addition, bot joining chat, app install, and bot deletion through Bitrix24 REST API. It validates tokens, processes messages, and registers the bot, enabling custom conversational automations within Bitrix24.",https://drive.google.com/file/d/1YeDDlY6V_U5Jh9y3nLJigF8YNuwEdo7r/view?usp=sharing
AI Health Insurance Chatbot System,"This n8n workflow automates an AI-powered chatbot for health insurance inquiries using OpenAI assistants, PostgreSQL for chat memory, MySQL for product queries, and external APIs. It dynamically personalizes responses based on user data to recommend insurance plans and access knowledge bases.",https://drive.google.com/file/d/1uUmwKuaLrm1RSlMWLrCe4Ptzb8HlfGDe/view?usp=sharing
WhatsApp AI Sales Chatbot with Vector Store,"An n8n workflow integrating WhatsApp API, OpenAI GPT-4o, and in-memory vector store to build an AI Sales Agent chatbot. It processes product brochure PDFs, creates embeddings and vector store for product catalog, handles WhatsApp messages, and replies with AI-powered responses.",https://drive.google.com/file/d/1O6HyR2lnlTgZPgG4-BFhBbYvdiWRhTOG/view?usp=sharing
Document Analysis & Chatbot Workflow,"An n8n workflow that automates document submission, parsing (via LlamaIndex API), translation, analysis, and Q&A chatbot interaction using Google Gemini models, Mistral embeddings, Pinecone vector DB, and Gmail for email delivery.",https://drive.google.com/file/d/1rY5wVr1K-SbZkTbHhnKvQfNcZi2L-ggs/view?usp=sharing
AI Health Insurance Chatbot with Database,"An AI-powered chatbot workflow integrating OpenAI assistants, PostgreSQL chat memory, MySQL product querying, and external APIs for personalized health insurance advice. Designed to capture user data, maintain session context, query product offers, and respond via chat with dynamic knowledge base access.",https://drive.google.com/file/d/14z9gQQsNdKuYoMm2TcBGtsr00vM6k2ir/view?usp=sharing
GitHub API Chatbot with RAG & Pinecone,"An n8n RAG workflow that fetches GitHub OpenAPI specs, generates embeddings using OpenAI, indexes info in Pinecone vector DB, and enables chat queries with GPT-4o-mini. Provides contextual API guidance via conversational AI.",https://drive.google.com/file/d/1IkZCoK9moOE_3hC5gHXP7IOL7Lw8NWcr/view?usp=sharing
AI Chatbot for PostgreSQL Database Queries,"An n8n workflow integrating OpenAI GPT-4 with PostgreSQL to enable natural language chat-based querying. Uses Langchain agent with AI tools for schema exploration, table definition, and SQL execution to provide intelligent DB insights and responses in real-time.",https://drive.google.com/file/d/1OsS04S61W87KMHjSC7fUd_zzsn9EY_CU/view?usp=sharing
Slack AI Chatbot via Slash Commands,"Creates an AI chatbot integrated with Slack using n8n workflows, Slack slash commands, and OpenAI GPT-4o-mini. Handles webhook triggers, command routing with switch nodes, AI response generation via Langchain/OpenAI, and sends messages back to Slack channels for interactive chatbot functionality.",https://drive.google.com/file/d/1aPUDwUnnqtqq89O_6BTCj07I9SmYTNJu/view?usp=sharing
AI-Powered Weather Forecast Chatbot via Open-Meteo API,"An n8n workflow integrating OpenAI's GPT-based AI agent with the Open-Meteo geocoding and weather APIs. It enables users to chat and receive accurate, multi-day weather forecasts by city name through AI-managed sequential API calls, ideal for travel planning and weather info retrieval.",https://drive.google.com/file/d/1elYSSPSVOBqtR2xYhDoY304gY8aM6UAT/view?usp=sharing
Slack AI Chatbot with n8n Slash Commands,"This n8n workflow enables creating a Slack AI chatbot using slash commands, integrating Slack Webhook and Slack API with OpenAI GPT-4o-mini through LangChain nodes. It automates command handling, AI response generation, and posting messages back to Slack channels.",https://drive.google.com/file/d/1iTUHr2-kwW-VRhU5Q0Y9zndcQR1xCE9A/view?usp=sharing
Telegram AI Chatbot with LangChain & Dall-E,"An AI-powered Telegram chatbot using n8n with LangChain nodes, OpenAI GPT-4o for conversation, Dall-E-3 for image generation, and Telegram API integration. It handles user chat, generates images on request, and replies with text or images, maintaining session context.",https://drive.google.com/file/d/1sFqkeMeq_IKdMhMQ1RGCXwWm5WclaE7-/view?usp=sharing
Bitrix24 Open Channel RAG Chatbot,"An n8n workflow integrating Bitrix24 Open Channels with a Retrieval-Augmented Generation (RAG) chatbot. It uses Bitrix24 APIs, Google Gemini chat model, Ollama embeddings, Qdrant vector store, and LangChain nodes to process messages, manage chatbot lifecycle, handle files, and answer queries based on uploaded documents.",https://drive.google.com/file/d/12YENh-jDI6MvUDDdOl2jmu2McYGPgXx3/view?usp=sharing
HubSpot Chatbot AI Assistant Integration,"An n8n workflow integrating HubSpot Conversations with OpenAI Assistants to automate chatbot interactions. It handles message retrieval, OpenAI thread management, action execution, and response posting using HubSpot API, OpenAI API (assistants v1), Airtable for thread mapping, and external company data APIs (listafirme.ro).",https://drive.google.com/file/d/1cnLkVB9bgoVaO7wWNqx1HGX3Lme4ceEO/view?usp=sharing
OpenRouter LLM Chatbot via LangChain,"An n8n workflow integrating multiple LLM models through OpenRouter API using LangChain nodes to handle chat triggers, memory, and agent logic. Enables customizable large language model interactions with session memory and dynamic prompt input.",https://drive.google.com/file/d/1JFsAdOaBg9Bdm06tberJXtWaXvbI6ORU/view?usp=sharing
Line AI Chatbot with Groq & Llama3,"An n8n workflow integrating LINE Messaging API with Groq's Llama 3.3 AI model for conversational AI responses. It handles user messages from LINE, sends them to Groq's API, and replies with AI-generated content. Uses HTTP webhook and REST APIs for automation.",https://drive.google.com/file/d/19dYMpbegPSrK7S_AvxlAUkROY40zwruP/view?usp=sharing
LINE Chatbot with Google Calendar & Gmail AI,"An n8n workflow integrating LINE messaging with Google Calendar and Gmail using OpenAI & LangChain AI. It enables conversational AI responses, calendar event creation/reading, and email reading via LINE chatbot, enhancing productivity and user assistance.",https://drive.google.com/file/d/1shRhhYmBxfmolO3oEG3-ZE9q9rSFykLz/view?usp=sharing
Thai Line ChatBot with Google Sheets Memory,"An automated Thai-language chatbot for LINE using Google Gemini AI and Google Sheets to store and retrieve user conversation history as context memory. Built with n8n, integrating LINE Messaging API, LangChain AI Agent, and Google Sheets API.",https://drive.google.com/file/d/1OX3Nk9TxlCxkCaPJMkvBex5cr8LPuoWQ/view?usp=sharing
Telegram AI Chatbot with Long Term Memory,"An n8n workflow integrating Telegram Bot API with DeepSeek AI (compatible with OpenAI API) and Google Docs for long-term memory storage. It validates Telegram user identity, routes message types, processes chats with AI, and saves user-specific memories to enable personalized, context-aware conversations.",https://drive.google.com/file/d/1AvyaWsNyYrbb4a4IBL01YVnPRa70n39a/view?usp=sharing
AI-Powered SQL Query Chatbot with PostgreSQL,"An n8n workflow integrating OpenAI GPT-4o-mini with a PostgreSQL database via Langchain AI Agent. It enables conversational SQL queries using chat input with in-memory context, ideal for interactive database exploration and querying.",https://drive.google.com/file/d/1dh_nDh6cAxiRFUpw8gm5KwZ8H3kP-l-v/view?usp=sharing
AI Texas Tax Code Assistant Chatbot,"Automates extraction and querying of Texas tax codes using n8n. Downloads tax code PDFs, extracts sections, creates Mistral.ai embeddings, stores in Qdrant vector database, and enables an AI chatbot via OpenAI and Langchain to answer tax-related queries.",https://drive.google.com/file/d/1WK5XpCKatH21XjR9K9wDcPL3bp_0k5AA/view?usp=sharing
Supabase Vector DB Q&A Chatbot,"An n8n workflow integrating Google Drive, OpenAI embeddings and chat models, Supabase vector database for embedding storage/retrieval, and LangChain for recursive text splitting and QA. Enables document upload, vector embedding insertion/updating, and conversational Q&A on custom knowledge bases.",https://drive.google.com/file/d/16hwS9Zq5OuXL4J6ZdGEgCh_ZLB83q8Fu/view?usp=sharing
AcuityScheduling Support Chatbot with RAG,"An n8n workflow that creates a support chatbot for AcuityScheduling.com using OpenAI GPT-4o-mini and LangChain agent. It integrates with Acuity's support search API for retrieval-augmented generation (RAG) to provide accurate, up-to-date answers by querying existing knowledgebase articles, optimizing token usage.",https://drive.google.com/file/d/11Fph45eF3ejUOFFlPLEpCJ7zgiRJ36Xe/view?usp=sharing
Restaurant Order Chatbot to Google Sheets,"Automates restaurant order taking via AI chat using OpenAI GPT-4o-mini and Langchain. Extracts item names, quantities, and table numbers from chats, verifies input, then logs each order item with timestamp into Google Sheets for POS integration.",https://drive.google.com/file/d/18XI1x5j53AUuJ0285zsG3SlvA38ZMp_o/view?usp=sharing
LINE Chatbot Assistant with Google Calendar & Gmail,"An AI-powered LINE chatbot integrated with Google Calendar and Gmail APIs, using LangChain and OpenAI GPT models for natural language understanding and memory. It handles user queries, manages calendar events, and retrieves emails to provide intelligent, context-aware responses.",https://drive.google.com/file/d/1iNzkvKdesCzpzD6kaOj1zLGtNYO26725/view?usp=sharing
Email Chatbot with Semantic + Structured RAG via Telegram,"An advanced chatbot integrating Telegram, OpenAI, Ollama embeddings, and Postgres PGVector for hybrid semantic and SQL-based email retrieval. It handles natural language queries over email data, combining vector search and SQL for precise and contextual answers.",https://drive.google.com/file/d/1sp5d9hMGmfcUNBj9lp7Jof7YJ7ZhUOEl/view?usp=sharing
Confluence AI Chatbot with OpenAI & Telegram,"An n8n workflow that integrates Confluence REST API (basic auth) to fetch page content, converts HTML to Markdown, and uses OpenAI GPT-4o-mini via LangChain for AI-powered Q&A. Supports context memory, responds via Telegram bot.",https://drive.google.com/file/d/1XjVxvqANLmkCz5SvHqT18Ednya5n9wCS/view?usp=sharing
Odoo Sales AI Chatbot with Opportunity Summary,"AI-powered chatbot for Odoo sales module using OpenAI GPT-4, LangChain, and Odoo API to fetch, summarize, and interactively discuss sales opportunities with live context and memory management.",https://drive.google.com/file/d/1fsU8kpaMpyvWvGXZsY6gSAMxc1yvg5oR/view?usp=sharing
AI Chatbot for Google Search Console Data,"An n8n workflow integrating OpenAI GPT-4o and Google Search Console API with Postgres chat memory. Enables conversational querying of Search Console properties and data insights via a secure webhook, providing markdown-formatted responses based on natural language inputs.",https://drive.google.com/file/d/1rhwpG5EBs6GgEentPiZjRpRnH_eu9Ggt/view?usp=sharing
NeurochainAI Telegram Chatbot,"Automates AI-powered chat and image generation via Telegram using NeurochainAI API. Utilizes Telegram Bots and NeurochainAI's REST API for text and image generation with configurable AI models. Handles user prompts, errors, and sends AI responses directly in chat.",https://drive.google.com/file/d/1AcOC2rSIvCJ6I0H1mdCoofZQlehSerZN/view?usp=sharing
Telegram AI Chatbot with Long-Term Memory,"An AI-powered Telegram bot using DeepSeek and LangChain for conversational interaction with long-term memory stored in Google Docs. It validates users, routes message types, and uses DeepSeek's AI models for context-aware, personalized responses.",https://drive.google.com/file/d/14f5ffUyz0d99Cb5ufwzJnitKZX1T5t8m/view?usp=sharing
Personal Resume AI Chatbot with Google Gemini,"An AI chatbot that answers questions about a personal resume/CV using Google Gemini (PaLM) for embeddings and chat, Pinecone vector DB for data storage, Google Drive for document triggering, and NocoDB for conversation logging. Sends daily email summaries via Gmail.",https://drive.google.com/file/d/16XIhn--jsN53DxyBpRzkaJsqaQTrALd8/view?usp=sharing
AI Chatbot for Kadampa Book Q&A,"An n8n workflow that downloads an EPUB of a Kadampa Buddhist book from Google Drive, processes it with LangChain loaders and OpenAI embeddings, stores data in Supabase vector DB, and provides a chatbot for Q&A using OpenAI's chat model and vector retrieval.",https://drive.google.com/file/d/18jAv_yxIMhT8VS258vi5wx1Dv2T_N_BK/view?usp=sharing
AI-Powered A/B Split Testing Chatbot,"An n8n workflow that implements A/B split testing for chatbot prompts using OpenAI's GPT-4o-mini model, Supabase for session management, and Postgres for chat memory. Enables testing of different prompt variants for chat sessions to optimize AI responses.",https://drive.google.com/file/d/1-OEytHsIQnltBu9Jsk0G_XaOFMRyoRrB/view?usp=sharing
Telegram AI Chatbot with Voice & Text,"An n8n workflow integrating Telegram API, OpenAI GPT-4o, and LangChain to build a multi-format chatbot. It handles text and voice messages, transcribing audio via OpenAI, maintaining conversation memory, and replying with rich HTML formatting on Telegram.",https://drive.google.com/file/d/1sTl1b5V7qZ0EgChFK6sZV7LPzOzNkivl/view?usp=sharing
Telegram AI Chatbot with Image Generation,"An automated Telegram bot leveraging n8n workflows, OpenAI GPT-4 for chatbot replies, and DALL·E for image creation. It supports multi-language chat, welcome messages, text-to-image commands, and error handling for unsupported commands.",https://drive.google.com/file/d/14lxvTDpIVJEx7fD1BTbwNCj6StnVzXSN/view?usp=sharing
Telegram PDF RAG Chatbot with Pinecone,"An n8n workflow that automates processing PDFs sent via Telegram by extracting, chunking, embedding with OpenAI, and storing in Pinecone vector DB. Enables retrieval-augmented generation (RAG) chat using Groq LLaMA-3.1-70b model for precise answers from uploaded documents.",https://drive.google.com/file/d/1yHFtVOBRXdpLQLG4AK2zesDSvXav7rKT/view?usp=sharing
Chatbot with Mistral-7B via Hugging Face,"An n8n workflow that triggers on chat message input and generates polite, emoji-rich replies using an open-source Mistral-7B-Instruct-v0.1 model via Hugging Face API. Utilizes LangChain nodes to manage LLM chaining for conversational AI.",https://drive.google.com/file/d/1mtz0OYsueVqsu3HUs8jeit_Ywod9kndp/view?usp=sharing
AI Activity Suggestion Chatbot,An n8n AI agent workflow integrating OpenAI GPT-4o-mini and Bored API to suggest personalized activity ideas based on user input on activity type and participants. Includes memory buffer for chat context and a sub-workflow for API calls.,https://drive.google.com/file/d/1dEEEOwNbM1L9dc6TG5NELCbJj3kgNb-5/view?usp=sharing
Bitrix24 Chatbot with Webhook Integration,"An n8n workflow implementing a Bitrix24 chatbot using webhook to handle events like messages, joins, installs, and deletes. Utilizes Bitrix24 REST API for bot registration and message sending with token validation to enable interactive communication within Bitrix24 chats.",https://drive.google.com/file/d/1BWBBFLeBunn0u3olFkyUfsnrAAsdrDtc/view?usp=sharing
Fictional Country Capitals Chatbot,"An n8n workflow integrating OpenAI Langchain nodes to create a chat assistant that returns capitals of fictional countries like Wakanda or Narnia. Uses OpenAI API for chat, JavaScript code nodes for data mapping, and conditional logic to handle queries or list countries.",https://drive.google.com/file/d/1h84Zl1UgrrMj1pKtBT-O1iTu1lwVfnfj/view?usp=sharing
