Name,Description,Link
YouTube Video Metadata Auto Generator,"Automates YouTube metadata creation using n8n, OpenAI GPT-4o-mini, Google Docs API, and YouTube API. Generates SEO-optimized video titles, descriptions, tags, hashtags, affiliate and promo links for enhanced audience engagement and channel growth.",https://drive.google.com/file/d/11iH0nV9rvNiVMjlaRBXKznzVkfCMc1Ui/view?usp=sharing
AI YouTube Playlist & Video Summarizer,"An n8n workflow using Google Gemini AI, Redis for context, Qdrant vector DB, and YouTube transcript extraction to summarize and analyze YouTube playlists or videos. Converts video content into searchable knowledge bases with interactive chat capabilities.",https://drive.google.com/file/d/1Ia3RqSmqdvYF8PcbnU1BgXgCrsoy6tU8/view?usp=sharing
AutoClip: Auto Video Clip Creator & YouTube Uploader,"Automates creating motivational video clips by combining random quotes, video backgrounds, and music stored on Google Drive and Sheets. Uses n8n with Google Drive, Google Sheets, FFmpeg for video processing, and YouTube API for upload. Perfect for creators automating content production.",https://drive.google.com/file/d/1U4SZ3585Fdiqx8mmYplNPTnrB0f_goVL/view?usp=sharing
AI Chatbot for YouTube Video Summarization,"An AI-powered n8n workflow that fetches YouTube video details and transcripts via YouTube Data API & youtube-transcript package, then uses OpenAI GPT models for interactive summarization and analysis of video content through chat.",https://drive.google.com/file/d/1DrLI6GV_aRTh-ULfUVVen98KIA0tVi9q/view?usp=sharing
YouTube Video Summarizer & Telegram Q&A with GPT-4o-mini,"Automates extracting YouTube video transcripts, segmenting and summarizing them using GPT-4o-mini, storing transcripts on Google Docs, and enabling interactive Q&A about the video via Telegram chat. Uses n8n with YouTube Transcript API, Google Docs API, Telegram API, and OpenAI GPT-4o-mini.",https://drive.google.com/file/d/1l7-v6OamQbtfS3MU_nWgn_tdzzewarzs/view?usp=sharing
YouTube Video Analysis with Google Gemini AI,"n8n workflow that analyzes YouTube videos using Google Generative Language API (Gemini-1.5-flash) to create summaries, transcripts, timestamps, scene descriptions, and viral clip suggestions. It fetches video metadata via YouTube API and stores outputs in Google Drive and email.",https://drive.google.com/file/d/18keQfNlTXfIdvoTXkXsQ5BIAYAYLBY_J/view?usp=sharing
Automated YouTube & Google Keyword Research,"An n8n workflow integrating NocoDB, DataForSEO API, and Social Flood API for automated multi-source keyword generation, filtering, and monthly search volume tracking for YouTube and Google. Ideal for SEO and content marketing automation.",https://drive.google.com/file/d/1Ls10UkgPmzJwgZfC0ZSrcwGKvAkWFMkm/view?usp=sharing
YouTube Subscription Video Email Notifier,"Automate email notifications for new YouTube videos from your subscriptions. Uses YouTube Data API v3 for subscriptions, YouTube RSS for latest videos, filters out shorts, and sends thumbnail-rich emails via SMTP. Runs hourly by default.",https://drive.google.com/file/d/1yjkeirhqditnZISC0XT69fHN19FT8g73/view?usp=sharing
YouTube Channel Video Alerts to Telegram,"Automates fetching latest videos from a specific YouTube channel using YouTube API every 30 minutes, filters new videos, and sends notifications with video title and URL to Telegram via bot. Utilizes n8n, YouTube API, and Telegram API for workflow automation.",https://drive.google.com/file/d/1KgzQka4ZBbDSD6KMyXkrU962IA2R4s2S/view?usp=sharing
YouTube Video Upload & Playlist Management,"Automates uploading a video to YouTube, creating a playlist, and adding the uploaded video to it using n8n workflow nodes with YouTube OAuth2 API and local file reading.",https://drive.google.com/file/d/1YL5rcOz349ihTuZnaG1e6LvN61bk2lW-/view?usp=sharing
YouTube Video Description Auto-Updater,"An n8n workflow that automates updating YouTube video descriptions by appending custom text. Uses YouTube OAuth2 API and n8n core nodes like Set, If, Manual Trigger to fetch videos, check for description changes, and update descriptions efficiently.",https://drive.google.com/file/d/1-25MX76n7bR1C1LDwLamJcPOjoS0SuWY/view?usp=sharing
Sync YouTube Playlist Tracks to Spotify,"An n8n workflow to automate syncing tracks from a YouTube playlist to a Spotify playlist, avoiding duplicates. Uses YouTube and Spotify APIs with OAuth2, batch processing, dataset comparison, and track search for seamless playlist updates.",https://drive.google.com/file/d/18JG7EFPK8Qjj2VOhoBOm863JaLJ0osFg/view?usp=sharing
YouTube Transcript Summarizer & Telegram Notifier,"Automates retrieval of YouTube video transcripts, extracts and summarizes the content using OpenAI GPT-4o-mini via LangChain, then sends summarized insights via Telegram. Utilizes YouTube API, OpenAI, LangChain, and Telegram API for content analysis and notification.",https://drive.google.com/file/d/1qjZt8RUM7dQanO9yfIVl9K5U2mjzInwz/view?usp=sharing
YouTube Video Summarizer,Automates summarization of YouTube videos by extracting transcripts via Apify API and generating concise summaries using OpenAI's GPT via LangChain in n8n workflows. Ideal for content creators and researchers to quickly get key insights from long videos.,https://drive.google.com/file/d/1u2P1NFpeYBDbEe2rFCTfsz4d5VHTdRZW/view?usp=sharing
Automated YouTube to X Post Generator,"This n8n workflow automates fetching the latest YouTube videos, uses OpenAI GPT-4O-MINI to generate engaging X (Twitter) posts under 220 characters, and posts them automatically via the X API. It also logs posts in Google Sheets and supports Slack, Discord, and Gmail notifications.",https://drive.google.com/file/d/1KG0FytTpTdrKRr1PH0nqIeLTVNHXCl53/view?usp=sharing
YouTube Video AI Summaries to Discord,"Automates fetching new YouTube videos from a channel's RSS feed, retrieves English captions via YouTube API with OAuth2, summarizes transcript content using OpenAI's GPT-3.5, and posts concise bullet-point summaries with video links to a Discord channel via webhook.",https://drive.google.com/file/d/1SoV6xcDHWW8xJ0Ir2_QFkoU2CeyNvvb4/view?usp=sharing
YouTube Video Transcript Summarizer,Automates summarization of YouTube video transcripts using SearchApi.io for transcript retrieval and OpenAI GPT-4o-mini model via Langchain in n8n. Converts video_id input into concise video content summaries for easy consumption.,https://drive.google.com/file/d/1FhQtPQL8nNrcaz-NWUo6ORjVCIT7AWat/view?usp=sharing
Auto Post YouTube Videos to X,"Automates posting new YouTube videos to X (Twitter) every 30 min using YouTube API, OpenAI GPT-3.5 for post generation, and X API for publishing engaging tweets linking the latest video.",https://drive.google.com/file/d/14BNXs6t_kyYXbep0nxGyghLsv6kysCiV/view?usp=sharing
Auto Post New YouTube Videos to X,"Automates posting engaging tweets about new YouTube videos using YouTube API, OpenAI's GPT-3.5 for content generation, and X (Twitter) API for posting. Runs every 30 minutes to promote latest video with AI-generated short posts.",https://drive.google.com/file/d/1XeQg5WsVNP1KWdjXYijyN7ZRuyOIjERX/view?usp=sharing
YouTube Engaging Moments Extractor,"An n8n workflow that extracts engaging moments from YouTube videos using the YouTube 'mostReplayed' API endpoint. It filters moments with intensity above 0.6, removes close timestamps, and returns human-readable links with timestamps. Utilizes n8n HTTP Request, Filter, Split, and Webhook nodes.",https://drive.google.com/file/d/1WOgWts7gVecLuhSZdKcAesoMwdLcyhJU/view?usp=sharing
YouTube Video URLs Sync to Google Sheets,"Automates fetching YouTube video URLs from channel IDs stored in Google Sheets using YouTube Data API, then updates another Google Sheet with video titles, URLs, and publish dates. Built with n8n, Google Sheets API, and YouTube API for streamlined content tracking.",https://drive.google.com/file/d/1cppI0XVZPiSxA6ss97rJAgeSwX8YUMfx/view?usp=sharing
YouTube Videos AI Summary & Discord Alert,"Automates summarizing YouTube video captions using YouTube API and ChatGPT (OpenAI), then posts engaging summaries to Discord via webhook. Triggered by new videos from a channel's RSS feed, it fetches English captions, converts them, creates bullet-point summaries, and shares them instantly to Discord.",https://drive.google.com/file/d/1cB53MA7Ijw1wQoNtNTNqdBRvHLSM6Zz8/view?usp=sharing
YouTube Video Metadata Automation,"Automates fetching latest YouTube videos, extracting transcripts via Apify API, generating SEO-optimized descriptions and tags with OpenAI GPT-4 and Google Gemini models, and updating video metadata. Enables scheduling and batch processing of videos using YouTube OAuth2 API within n8n.",https://drive.google.com/file/d/1pAYk6tSzuK5fFaggHjKCi8qfAK04IBwB/view?usp=sharing
YouTube Comment Sentiment Analyzer,"Automated workflow to extract YouTube video URLs from Google Sheets, fetch video comments via YouTube Data API v3, analyze sentiment using OpenAI GPT-4o-mini model, and log results and timestamps back to Google Sheets for tracking and analysis.",https://drive.google.com/file/d/1R8AhPvaP5CWqeeNJQ2uYaGdTuWVajLDm/view?usp=sharing
YouTube Trending Content Insight Generator,"An AI-powered n8n workflow leveraging OpenAI and YouTube APIs to help creators find and analyze trending YouTube videos by niche. It uses Langchain agent, YouTube Data API, and OpenAI language models to provide insightful, data-driven content trends from recent videos.",https://drive.google.com/file/d/1nBPiu9gB8oooi22SQOZuPnQEn5-e27qk/view?usp=sharing
YouTube Video Transcript Extractor,"An n8n workflow that extracts and cleans YouTube video transcripts using the YouTube Transcript RapidAPI. It takes a video URL input via a form, fetches transcript data through API, processes and cleans the text for easy use. Stack: n8n, RapidAPI, HTTP Request Node.",https://drive.google.com/file/d/15TnXW4fEVNgSSRZFVwttKhBqelXvbQ7E/view?usp=sharing
YouTube Channel Video Stats Tracker,"Automates fetching and storing YouTube channel videos data using YouTube API and PostgreSQL. Retrieves recent videos, filters shorts, calculates average views, and tracks best-performing videos from last 2 weeks. Built with n8n workflow automation.",https://drive.google.com/file/d/1FRsexCl9vCTfjBj3Duvjk4i1gMQ698kP/view?usp=sharing
YouTube Transcript Summarizer & Telegram Notifier,"Automates extraction, summarization, and analysis of YouTube video transcripts using YouTube API, a custom YouTube transcripter, and GPT-4o mini. Sends structured summaries and video info to a Telegram channel. Built with n8n workflow automation.",https://drive.google.com/file/d/1GsLnfN_PDRzwMgf1m1va2O2iOPzv-iek/view?usp=sharing
YouTube Video Transcript Summarizer with LangChain,"An n8n workflow that uses searchapi.io to fetch YouTube video transcripts and OpenAI GPT-4o-mini via LangChain to generate detailed summaries and example Q&A, helping users quickly understand and interact with video content.",https://drive.google.com/file/d/1-ZZY2XZbWjkMlNdbOcqv4vfTPJuZsdnh/view?usp=sharing
[n8n] YouTube Channel RSS Feed Generator,"Generates multiple RSS feed formats for any public YouTube channel or video using n8n workflows, without needing Google API keys. Integrates with commentpicker.com APIs and RSS-Bridge.org to fetch channel IDs, video IDs, and produce RSS in XML, JSON, ATOM, MRSS, and more.",https://drive.google.com/file/d/1Qqwnb2j48Qd1ElsTZHnh57895332uBlj/view?usp=sharing
YouTube Search and Transcript MCP Server,"n8n workflow using Apify API for YouTube video search, transcript retrieval, and usage metrics via an MCP server trigger. Enables integration with MCP clients like Claude Desktop to automate YouTube content research with no official rate limits.",https://drive.google.com/file/d/1vMuP1xC-RhQ_37GZLronjBm3socldlWw/view?usp=sharing
YouTube Video Transcript to Airtable,"Automates extracting YouTube video transcripts via a RapidAPI service, summarizes content with LangChain LLM, and updates Airtable entries with main ideas and key takeaways. Keeps content ideas fresh using Airtable, RapidAPI, and n8n scheduling for workflow automation.",https://drive.google.com/file/d/10lRrFWFV9sTzU8GDEhUng1Mwnr-_COt3/view?usp=sharing
YouTube Video Transcript Analyzer & Summarizer,"Automates YouTube video analysis by extracting transcripts via youtube-transcript.io API, summarizes content using AI models (OpenAI GPT-4o-mini, DeepSeek, OpenRouter), and emails a structured summary. Ideal for creators and marketers to quickly digest video content.",https://drive.google.com/file/d/16QsY0PYEPKxADMFIRxFvsCXbtXw7rSUn/view?usp=sharing
YouTube Auto Upload & Metadata Generator,"Automates uploading new videos from Google Drive to YouTube, generating SEO titles, detailed video descriptions, and relevant tags using OpenAI GPT-4.1 and Google Gemini models. Also scrapes video transcripts via Apify for content context and updates YouTube metadata automatically.",https://drive.google.com/file/d/1eP27yuii2kQ1nEwFNUoCdCYKe40p0gS4/view?usp=sharing
YouTube Video Transcriber Bot,"Automates transcription of YouTube videos via Supadata API and OpenAI GPT-4O for punctuation and formatting. Validates YouTube URLs, fetches raw transcripts, and refines text for easy reading in Portuguese, streamlining video content consumption and study.",https://drive.google.com/file/d/1sn1XaCepVyUXsMKNOxgMGHSpyZAuK0mX/view?usp=sharing
YouTube Video Summarizer with AI,"Automates summarization of YouTube videos by extracting transcripts via Apify API, then using OpenAI's language model with n8n Langchain nodes to produce concise summaries. Ideal for content creators, researchers, and professionals seeking quick insights.",https://drive.google.com/file/d/1KFGLZntHYQ0b3kfUUu-BvlYLEcavIkU1/view?usp=sharing
YouTube AI News Playlist Creator,"Automates daily creation of YouTube playlists from AI news channels using Google Sheets for channel management, YouTube API to fetch recent videos, and Telegram for notifications. Deletes previous playlists to keep updates fresh and organized.",https://drive.google.com/file/d/1pgRvoavTX6PuHBwSbHtl27shOl_8IH_t/view?usp=sharing
Auto Insert Text into YouTube Descriptions,"This n8n workflow uses YouTube API to fetch videos, insert custom text between specified lines in video descriptions, and update them automatically. Ideal for YouTubers managing multiple videos. Tech stack: n8n, YouTube API, JavaScript for description editing.",https://drive.google.com/file/d/1v2GKICjA1l5D3kDi9TLkiDpKAX-oaanw/view?usp=sharing
YouTube Playlist to Raindrop Bookmarks,"Automates saving new videos from a specified YouTube playlist to Raindrop.io as bookmarks every 30 mins. Uses YouTube API with OAuth2, filters new videos via workflow static data, and creates bookmarks with tags and titles in Raindrop via its OAuth2 API.",https://drive.google.com/file/d/13gkCFXV10XWAtjdn1rww1liEICEkMO-R/view?usp=sharing
Youtube Podcast Discord AI Bot,"An n8n workflow that creates a Discord AI assistant using Google Gemini chat and Langchain memory. It responds to user questions with context-aware answers about 'Presting Podcasts' YouTube videos, integrating webhook input and formatting replies for Discord.",https://drive.google.com/file/d/1H0UQk68RP6_Phch8_WA_afD2_tzOYcQ2/view?usp=sharing
