Name,Description,Link
HubSpot Lead Alerts to Slack,"Automates lead monitoring by fetching new companies created in HubSpot within the last 5 minutes, filters those with annual revenue over $5M, and sends detailed Slack notifications to sales reps. Uses HubSpot API, Slack API, and n8n scheduling for real-time lead alerts.",https://drive.google.com/file/d/1yynN_3HSLqcpcXzkMbry3eT4xxpq4ehj/view?usp=sharing
Shopify to HubSpot Order Deal Sync,"Automates syncing of Shopify order updates with HubSpot CRM by creating/updating contacts and deals using Shopify API, HubSpot API and OAuth2. Ensures orders in Shopify reflect as deals in HubSpot, streamlining ecommerce sales workflows.",https://drive.google.com/file/d/1bu9_Dpi7bsDPv8rRZKYLABNYwK-onVUj/view?usp=sharing
HubSpot Deal Line Items Copier,"Automates copying line items from a won HubSpot deal to a newly created deal using HubSpot API and n8n. It fetches deals, retrieves line items and SKUs, gets product info by SKUs, creates line items for the new deal, and sends Slack notifications.",https://drive.google.com/file/d/1lXVb7y1N7amXK_jfvfv-ipwXmdoR6gga/view?usp=sharing
HubSpot Email Validation & Alert Workflow,"Automates validation of new HubSpot contact emails using HubSpot APIs and OneSimple API; sends Slack alerts for suspicious emails. Ensures contact email quality by checking deliverability, domain validity, and disposability, improving CRM data integrity.",https://drive.google.com/file/d/1iVAwcQrdLCxW6s_LXKHcLmEJOUCcJ5My/view?usp=sharing
Lemlist & HubSpot Email Reply Automation,"Automates lead reply categorization and follow-up creation using Lemlist API, HubSpot CRM, and OpenAI GPT-3 for reply analysis. It unsubscribes, tags replies as interested or out-of-office, and creates deals/tasks in HubSpot, enhancing sales workflows.",https://drive.google.com/file/d/11uH6x_6cMvEAXdrFQ5q8xIB2oXLSdlfU/view?usp=sharing
Smartlead Campaign & HubSpot Data Sync,"Automates fetching and synchronizing campaign and lead data from Smartlead API with HubSpot CRM, storing enriched data in Postgres, and reporting via Google Sheets. Integrates Smartlead API, HubSpot API, PostgreSQL, and Google Sheets to provide up-to-date campaign analytics and lifecycle stage tracking.",https://drive.google.com/file/d/1wAepsSx9XNoBgz5Y5Wy8Arp5QGSViB-3/view?usp=sharing
HubSpot Chatbot AI Assistant Integration,"An n8n workflow integrating HubSpot Conversations with OpenAI Assistants to automate chatbot interactions. It handles message retrieval, OpenAI thread management, action execution, and response posting using HubSpot API, OpenAI API (assistants v1), Airtable for thread mapping, and external company data APIs (listafirme.ro).",https://drive.google.com/file/d/1cnLkVB9bgoVaO7wWNqx1HGX3Lme4ceEO/view?usp=sharing
HubSpot & Lemlist Hiring Lead Automation,"Automates hiring lead management by integrating Lonescale job intent webhook with Dropcontact enrichment, HubSpot CRM for company/contact handling, Lemlist campaigns, and Slack notifications. Tech stack: HubSpot API, Lemlist API, Dropcontact API, Slack API.",https://drive.google.com/file/d/1_ckYXlBwN6WMGH-zVPVLyEEX4YeQtwLl/view?usp=sharing
Automated HubSpot Deal Assignment,"This n8n workflow automates the assignment of unassigned HubSpot deals to sales reps based on deal region (US, Germany, others) and company size using HubSpot CRM API. Runs on scheduled trigger every 2 days. Includes data fetching, filtering, and updating HubSpot deals via OAuth2.",https://drive.google.com/file/d/1krWbFpMKk9D0Nt18P0BAoNam-mOz5hah/view?usp=sharing
CRM Auto-Update from Calendly with Clearbit & HubSpot,"Automates CRM updates by triggering on Calendly bookings. Uses Clearbit API to enrich contact and company data, filters personal emails, then upserts leads and companies in HubSpot CRM via OAuth2. Streamlines lead management and data accuracy.",https://drive.google.com/file/d/1sThl6slr2FJHOZ1lzNQz_3rFQSSnzNaT/view?usp=sharing
HubSpot CRM Data Import via CSV,"Automates importing CSV data into HubSpot CRM objects (companies, contacts, deals, leads, tickets) with field mapping and validation. Uses HubSpot API, Google Sheets for property management, and n8n for workflow orchestration.",https://drive.google.com/file/d/1mWELBn1s0gFPVjZnTTZ6ssvkq_MKNJ6T/view?usp=sharing
HubSpot Client LinkedIn & Post Monitor,"Automates tracking of HubSpot owners' clients by fetching client data via HubSpot API, searching LinkedIn profiles through RapidAPI, monitoring LinkedIn posts and positions, and updating a Google Sheet. Sends email alerts using Gmail when client updates occur.",https://drive.google.com/file/d/16e9WCBuuVglWJg3xjvNOx5V47GUhfqud/view?usp=sharing
HubSpot New Company Domain Validator & Alert,Automates monitoring of new HubSpot companies by validating their website domains via HTTP request. Suspicious or unreachable domains trigger alerts posted to Slack. Integrates HubSpot API for company data and Slack API for real-time notifications.,https://drive.google.com/file/d/1O6tUz6IHmLCwGYR6m0qMP0Yptr7NmdZq/view?usp=sharing
HubSpot Contact Change Trigger,Triggers workflows based on HubSpot CRM contact changes using HubSpot Developer API in n8n. Ideal for automations reacting to contact updates or creations via webhook integration.,https://drive.google.com/file/d/1EOOtBqjCdLt6R-zLfY2YyO6NCNpBUiKo/view?usp=sharing
Hubspot Contacts Export Trigger,An n8n workflow that triggers manually to fetch all contacts from Hubspot CRM using the Hubspot API. Ideal for syncing or exporting contact data for further processing or analysis.,https://drive.google.com/file/d/1YT9K0B5SWIzShVfQbUMYIS5JL6GnIKVH/view?usp=sharing
