Name,Description,Link
Telegram AI Audio Translator (55 Languages),"Automates translation of Telegram voice messages using OpenAI's speech-to-text and chat models. Supports 55 languages, converting speech to text, auto-detecting language, translating between native and target languages, and replying with translated text and audio. Tech: Telegram API, OpenAI API, n8n.",https://drive.google.com/file/d/1UMB3GpggqNhXSh3bTYsIYtIq3FTHZm5A/view?usp=sharing
Telegram AI Personal Assistant,"An n8n workflow integrating Telegram, OpenAI GPT-4o, Tavily web search API, and specialized agent workflows for email, calendar, contacts, and content creation. It processes user commands via chat, routes requests to proper agents, transcribes voice messages, and replies seamlessly.",https://drive.google.com/file/d/1jg0aNDlmfg3mePAqp-Q1eIm__5Vrtz7-/view?usp=sharing
YouTube RSS Feed Notifier with Email & Telegram,"Automates monitoring of YouTube channels via RSS feeds, fetching video details using YouTube Data API, and delivers custom notifications via Gmail (individual or digest emails) and Telegram. Includes OpenAI for generating responsive HTML email cards. Ideal for content creators and marketers.",https://drive.google.com/file/d/1tmAco7hr6yKUrBDLxpREJPHdYvDZ_TRc/view?usp=sharing
Telegram AI Bot with Human-in-the-Loop Handoff,"An n8n workflow integrating Telegram, Redis, and OpenAI GPT-4o-mini for a state-driven chatbot that collects customer info, performs AI onboarding and after-sales support, and seamlessly hands off dialogs to human agents using human-in-the-loop with session memory and conversation summaries.",https://drive.google.com/file/d/1DjknTI2MuFDejWcAtMrTFxUzXKjaMPHB/view?usp=sharing
OpenSea NFT Insights via AI & Telegram,"An n8n workflow that integrates Telegram, OpenAI GPT-4o Mini, and OpenSea API agent workflows to deliver AI-powered real-time NFT market analysis, collection stats, listings, and ownership insights directly via Telegram chat.",https://drive.google.com/file/d/1HF3au5i3kFkItH-pmR3eDqBhHunBtsAp/view?usp=sharing
SEO Blog Generator with GPT-4o & Telegram,"Automates SEO blog post creation using OpenAI GPT-4o, integrated with Perplexity AI for research and Telegram for notifications. It generates blog drafts, SEO-friendly titles, slugs, metas, and merges content for streamlined content marketing workflows.",https://drive.google.com/file/d/1BaMoOHh-o_Eag22uulwsYvDLXfVmu5xS/view?usp=sharing
AI Chatbot with Long Term Memory & Telegram,"An AI chatbot workflow integrating OpenAI GPT models with long-term memory and note storage in Google Docs. It processes Telegram messages, retrieves and saves user memories and notes, and provides personalized, context-aware responses via Telegram.",https://drive.google.com/file/d/1HrgQhNnFSGLjZvOHIggg3PsVXnc6EULC/view?usp=sharing
AI-Powered Telegram Bot with Memory,"Automates Telegram conversations using OpenAI assistant with context memory via Supabase. Integrates Telegram Bot API, OpenAI Threads & Assistants API, and Supabase database for user session tracking, enabling personalized, context-aware chatbot replies.",https://drive.google.com/file/d/1RP0h1dlqHbTfY-kOGxxL5XaXfmwLxX37/view?usp=sharing
AI Personal Assistant via Telegram,"An AI-powered Telegram assistant integrating OpenAI GPT-4o, Google Calendar, Gmail, and Baserow APIs for voice/text input processing, event and email summarization, task and contact management, enhancing productivity via conversational interface.",https://drive.google.com/file/d/1AFrvvesZG9mwUFAHM4y1OuXFlZG9TdBb/view?usp=sharing
Telegram-AI Task Manager with Google Tasks,"Automates task management via Telegram using AI to interpret messages and voice notes. Integrates Telegram Bot API, OpenAI GPT-4o-mini for NLP and transcription, LangChain MCP for AI orchestration, and Google Tasks API for task creation and updates.",https://drive.google.com/file/d/1wxd27nt3i-aZqHGfoasLpusAiCyUJBXX/view?usp=sharing
AI-Powered Gmail Email Organizer via Telegram,"Automates Gmail inbox management by retrieving emails, filtering processed emails, and using OpenRouter GPT-4.1 AI to categorize each email as necessary or unnecessary. Archives unneeded emails, applies labels to others, and reports results via Telegram. Integrates Gmail API, Telegram Bot API, and OpenRouter GPT-4.1.",https://drive.google.com/file/d/1XOWklQmDY3lNzqxWFo8IrvXJgeGzo1bF/view?usp=sharing
Invoice to Notion Expense Tracker with AI & Telegram,"Automates financial tracking by extracting invoice data from Telegram images using Google Gemini AI, storing structured expenses in Notion, and sending summarized reports with charts back via Telegram. Integrates Google Gemini, Notion API, Telegram Bot, and QuickChart.",https://drive.google.com/file/d/1Ui3BUnVgP87VX4CdN-TBF1xWo-ycFRsH/view?usp=sharing
Telegram AI Multi-Format Chatbot,"An n8n workflow that creates a Telegram chatbot using OpenAI GPT-4o for conversational AI with memory buffer. It handles text and voice messages, transcribes audio with OpenAI API, and responds dynamically via Telegram API, enabling rich multi-format AI conversations.",https://drive.google.com/file/d/1xmKq-0jrNf49lFSszbQyYIx4k_B0Yu-D/view?usp=sharing
YouTube Video Summarizer & Telegram Q&A with GPT-4o-mini,"Automates extracting YouTube video transcripts, segmenting and summarizing them using GPT-4o-mini, storing transcripts on Google Docs, and enabling interactive Q&A about the video via Telegram chat. Uses n8n with YouTube Transcript API, Google Docs API, Telegram API, and OpenAI GPT-4o-mini.",https://drive.google.com/file/d/1l7-v6OamQbtfS3MU_nWgn_tdzzewarzs/view?usp=sharing
Telegram AI Document Chatbot with Supabase & Gemini,"No-code Telegram bot using n8n that lets users upload PDFs, extracts text, creates embeddings with Google Gemini, stores them in Supabase vector DB, and answers document-based queries. Integrates Telegram API, Google Gemini LLM, Supabase, and optionally OpenWeatherMap.",https://drive.google.com/file/d/1p9Qj5Yb1M-H4EFyJZVTkCD2gjzESMPqa/view?usp=sharing
AI Chatbot with Long-Term Memory & Telegram,"An advanced AI agent chatbot using OpenAI and LangChain in n8n workflow. It integrates Telegram for messaging, Google Docs for storing long-term memories and notes, and uses context windows for personalized, contextual conversations with memory management.",https://drive.google.com/file/d/1iwiTydceqjnoIYqmNwUTSRyDnEktTKc5/view?usp=sharing
AI-Powered Google Calendar Reminder via Telegram,"An n8n workflow that fetches upcoming Google Calendar events (1 hour ahead), uses OpenAI GPT-4o-mini for generating friendly reminder messages, and sends them via Telegram. Prevents duplicate alerts for stress-free, personalized appointment notifications.",https://drive.google.com/file/d/1BBqkIwbTrEfd05UNyNEgTdVnbrXTgaIf/view?usp=sharing
Telegram AI Chat & Dall-E Image Bot,"An n8n workflow integrating Telegram API with OpenAI GPT-4 and Dall-E 3 for conversational AI and image generation. It uses Langchain modules for context memory and tool execution, enabling interactive chat with image creation inside Telegram chats.",https://drive.google.com/file/d/1kQq6jhSpJFFAvjCxxTxDBpmbeKlufkZ3/view?usp=sharing
AI-Powered Telegram Voice Message Translator,"Telegram bot workflow translating voice messages between 55 languages using Telegram API, OpenAI's speech-to-text and chat models, n8n automation. Converts speech to text, auto-detects and translates languages, replies with text and audio in Telegram chat.",https://drive.google.com/file/d/11pto52NNvZQOatdf46C7XM3eRyFwf9Xz/view?usp=sharing
Telegram Voice/Text to SEO Social Content AI,"Automates Telegram incoming messages (voice or text), transcribes voice via OpenAI Whisper, researches topics with SerpAPI, generates SEO-optimized social media posts and photorealistic image prompts, then creates images via HuggingFace Stable Diffusion integration.",https://drive.google.com/file/d/1eyKK21rWuaPz2KRMw311i_elfqqs_A13/view?usp=sharing
Telegram Pomodoro Productivity Bot,"Automates Pomodoro technique sessions via Telegram bot. Uses n8n workflow integrating Telegram API for commands, Google Sheets API for tracking sessions, and JavaScript code for managing user states. Helps schedule focused work and breaks, logging data for productivity insights.",https://drive.google.com/file/d/1ohys6i54RgMQdkvboZX85DAZvPiU3WJV/view?usp=sharing
Telegram Receipt OCR to Airtable,"n8n workflow automates receipt processing by uploading images from Telegram to AWS S3, extracting text via AWS Textract, and appending the data to Airtable. Integrates Telegram Bot API, AWS S3 and Textract, Airtable API to digitize and store receipt info seamlessly.",https://drive.google.com/file/d/14fpSUBzbqfPBOZK_5IY1uUZAZFfdsWgU/view?usp=sharing
Readwise to Telegram Sync,"An n8n workflow syncing Readwise articles updated after last sync to Telegram. It reads last sync time from a file, fetches new articles via Readwise API, filters articles, sends summaries to Telegram, and updates sync time. Uses Readwise API, Telegram Bot API, file system.",https://drive.google.com/file/d/12kAJ1rNUE2wtmT79-VDYrNXHtBVq1i57/view?usp=sharing
Automated Tech RSS to Telegram Alerts,"An n8n workflow that fetches multiple tech-related RSS feeds every 10 minutes, filters out new entries, categorizes content by keywords and URLs, and sends tailored alerts to distinct Telegram channels using Telegram API credentials. Automates timely tech news delivery.",https://drive.google.com/file/d/1F28bZgbj3RuFs_9bCpgTtMS7YWFd0yCi/view?usp=sharing
YouTube Channel Video Alerts to Telegram,"Automates fetching latest videos from a specific YouTube channel using YouTube API every 30 minutes, filters new videos, and sends notifications with video title and URL to Telegram via bot. Utilizes n8n, YouTube API, and Telegram API for workflow automation.",https://drive.google.com/file/d/1KgzQka4ZBbDSD6KMyXkrU962IA2R4s2S/view?usp=sharing
Daily NASA Astronomy Picture to Telegram,"Automates daily sending of NASA's Astronomy Picture of the Day to a Telegram channel using NASA API, n8n Cron scheduling, and Telegram Bot API for photo delivery with captions.",https://drive.google.com/file/d/1FCCzBEamO0c4HMh1dGCVDwR77xJom3Ea/view?usp=sharing
Crypto 24h Price Alert via Telegram,"Automates crypto price monitoring by fetching Binance's 24h ticker data, filters coins with ±15% changes, and sends aggregated alerts to a Telegram channel. Uses Binance HTTP API, n8n nodes, and Telegram Bot API for real-time market updates.",https://drive.google.com/file/d/1_uHnG6a-vjTHyEl5Y-nUC54Z4Iub04_1/view?usp=sharing
Telegram AI Chatbot with OpenAI GPT,"An n8n workflow that triggers on Telegram messages, processes them using OpenAI GPT-4o-mini via Langchain AI Agent, and responds with helpful, emoji-rich replies. It integrates Telegram API and OpenAI API for interactive chat automation.",https://drive.google.com/file/d/1mnI5DDCNgIO8ECj77px0Vlh87xV91fT9/view?usp=sharing
Telegram Error Alert Workflow,"An n8n error handling workflow that sends a Telegram alert with the failed workflow's name and execution link. Utilizes n8n errorTrigger, Set node, and Telegram API to notify via chat, ideal for monitoring automated workflows effectively.",https://drive.google.com/file/d/1jwPsZyhtnNv8DL6-mC1hXQADYFlvsw0f/view?usp=sharing
Weekly Workflow Failure Reporter via Telegram,"Automates weekly reports of failed n8n workflow executions using n8n's API and Telegram Bot API. Fetches last 7 days' failed executions, compiles messages, and sends alerts to Telegram chat for prompt monitoring.",https://drive.google.com/file/d/1MNOWTfTT2mP4yt8eTmX4XW6LsFaz0CAm/view?usp=sharing
Telegram AI Image Processor,"An n8n workflow integrating Telegram and OpenAI APIs to receive text prompts via Telegram, generate AI images with OpenAI, and send images back to the user on Telegram. Enhances real-time interactive communication with AI-powered image generation.",https://drive.google.com/file/d/1Vsa8f0FrIr8DHTCHMF5C0iGXDSd3pn_h/view?usp=sharing
YouTube Transcript Summarizer & Telegram Notifier,"Automates retrieval of YouTube video transcripts, extracts and summarizes the content using OpenAI GPT-4o-mini via LangChain, then sends summarized insights via Telegram. Utilizes YouTube API, OpenAI, LangChain, and Telegram API for content analysis and notification.",https://drive.google.com/file/d/1qjZt8RUM7dQanO9yfIVl9K5U2mjzInwz/view?usp=sharing
Jira to Telegram Issue Notification,"Automates sending Jira issue updates to specific Telegram users. Uses Jira webhooks, processes events like issue creation, updates, and assignee changes, and sends formatted messages via Telegram Bot API. Ideal for teams tracking Jira tasks via Telegram.",https://drive.google.com/file/d/10X0BL6K_2PcS66V9P-BkRpN6OYjMH2_v/view?usp=sharing
Telegram Chinese Vocabulary Tutor Bot,"An n8n workflow automating a Telegram bot to tutor users in Chinese vocabulary using Google Sheets for word lists, OpenAI GPT-4o-mini via Langchain for interactive MCQs, with session memory and feedback. Ideal for language learners.",https://drive.google.com/file/d/1E-M968X5GDJtQcLOlvvvNWbg7aB7gL2X/view?usp=sharing
WooCommerce New Product Announcement to Twitter & Telegram,"Automates announcing new WooCommerce products on Twitter and Telegram. Uses WooCommerce webhook trigger, Twitter API, and Telegram API to post customized new product messages instantly, enhancing social media marketing and customer engagement.",https://drive.google.com/file/d/1g_9z2Qd3G3nnHSUtV9KSj-DkdpA0gKRM/view?usp=sharing
Telegram AI Messaging Agent (Text/Audio/Image),"An n8n workflow integrating Telegram Bot API and OpenAI to handle Telegram messages via webhook. It processes text, voice (audio), and images with AI models for transcription, classification, and analysis, enabling intelligent interaction and automation.",https://drive.google.com/file/d/1EfMaUseRqqRfUybMAaUR6NfvIod71OVz/view?usp=sharing
Telegram Files to Google Drive Auto-Saver,Automates saving files received via Telegram messages directly to Google Drive using Telegram API and Google Drive API in an n8n workflow. Ideal for backing up or organizing documents sent on Telegram automatically.,https://drive.google.com/file/d/1HSaspAb-34iOwu-NyJes50L8Uo6SK8dv/view?usp=sharing
Telegram AI Chatbot with Multi-Session Management,"An AI-powered Telegram chatbot workflow using OpenAI GPT-4o-mini and Langchain for conversational AI, integrated with Google Sheets for multi-session management, command handling (/new, /current, /resume, /summary, /question), and context-based memory. Enables robust user chat experience via Telegram API.",https://drive.google.com/file/d/1VRQODfcXViQuzMG1i3C-VrmV1irKaOtE/view?usp=sharing
Telegram AI Agent with LangChain & DALL·E Integration,"An n8n workflow creating a Telegram AI chatbot using LangChain nodes and OpenAI's GPT-4o for conversational AI, with DALL·E-3 for image generation. It listens to Telegram messages, maintains context memory, generates AI responses, and sends text or AI-generated images back to users.",https://drive.google.com/file/d/1aIZ9CCHiti9K_AYmu3fSGTZjTJhkxH4f/view?usp=sharing
Children's Storytelling Automation on Telegram,"Automates creating and sharing children’s English stories on Telegram using OpenAI GPT-3.5 for story and character generation, DALL-E for illustrations, and Telegram API for delivery every 12 hours.",https://drive.google.com/file/d/16VaqDvGLxkri7HhG5JUmK_PqqvHviH0_/view?usp=sharing
USDT ERC-20 Wallet Balance Monitor with Telegram,"Automates monitoring of USDT ERC-20 wallet balances using Etherscan API. Sends Telegram notifications on balance changes. Utilizes n8n workflow with Cron triggers, HTTP request node for Etherscan API, JavaScript code for change detection, and Telegram node for alerts.",https://drive.google.com/file/d/1cmKuBMkr8Ojo3oTTWKApjNG88pnc4sOA/view?usp=sharing
Gmail to Telegram Keyword Alert,"This n8n workflow monitors Gmail for incoming emails and forwards only those with specific keywords (e.g., 'Urgent', 'Server Down') in the subject to a Telegram chat. It uses Gmail API for email triggers and Telegram API for messaging, enabling real-time filtered notifications.",https://drive.google.com/file/d/1U_MiiYbCn69Mx4LhVx3AvFptWMKn6Y1x/view?usp=sharing
Telegram AI Meetup Scheduler,"An n8n workflow integrating Telegram bot with OpenRouter LLM and Google Sheets API to provide AI-driven meetup scheduling assistance. It processes chat inputs, retrieves schedules from Google Sheets, converts them to markdown, and responds intelligently via Telegram.",https://drive.google.com/file/d/198YGPayPEltDUObIkHecOt6Hexljwhz1/view?usp=sharing
Google Calendar to Telegram Event Notifier,"Automates posting new Google Calendar events to Telegram chats using Google Calendar API and Telegram Bot API. Sends event details like name, description, location, and time to keep you updated instantly via Telegram.",https://drive.google.com/file/d/1CRyZHcOea_4xnYWwMV0On0ZUUTo5sz3T/view?usp=sharing
Telegram AI Chat with Message Buffering,"This n8n workflow integrates Telegram, Supabase PostgreSQL, and OpenAI GPT-4 to buffer multiple user messages, aggregate them, and reply with a single AI-generated response. It enhances chatbot conversation quality by combining rapid-fire inputs into coherent replies.",https://drive.google.com/file/d/1xyP_-tw8Y53-6m7Ef847ZBVDmTJs1cKC/view?usp=sharing
Telegram AI Study Assistant for Signal Processing,"An AI-powered Telegram bot for interactive signal processing study help. Integrates Telegram API, OpenAI API, Google Gemini, Airtable, Wikipedia, and LangChain tools like calculator and memory. Guides users through problems, explains theory, and records memory for personalized learning.",https://drive.google.com/file/d/1HMEpaQrAYfknHMjcKLUZe5H6n5UPkmpx/view?usp=sharing
Telegram Resume Extractor and PDF Generator,"Automates resume extraction via Telegram using OpenAI GPT-4 turbo-preview for parsing, formats sections into HTML, converts to PDF with Gotenberg, and sends back through Telegram. It integrates Telegram API, OpenAI API, and Gotenberg PDF conversion.",https://drive.google.com/file/d/1LOdGeMp7dOAr6ivk4MWTA-u9_-MmQBH1/view?usp=sharing
Telegram to Spotify Track Control,"Automate Spotify playback via Telegram using OpenAI's GPT-4o-mini for track identification. This n8n workflow triggers from Telegram messages, fetches track info using OpenAI, searches Spotify, and controls playback (add, next, resume). Integrates Telegram, OpenAI, and Spotify APIs.",https://drive.google.com/file/d/12puAewQOoa1qoR9kdcvWZkAMJSVqnwj0/view?usp=sharing
Agent Access Control with Telegram & Airtable,"An n8n workflow implementing an AI agent access control system using Telegram Bot, Airtable for user permissions, and OpenAI GPT-4 models. It verifies user roles and allowed tools before executing actions and supports sub-agents like a weather assistant with real-time API data.",https://drive.google.com/file/d/1Yrnq4Wdm2IMkTw6yuhKOERFefQlF9DGp/view?usp=sharing
Crypto Price Telegram Bot,"An n8n workflow that integrates Telegram, OpenAI GPT-4o mini, and CoinMarketCap API to provide real-time cryptocurrency prices via chat. It uses Langchain agents with memory buffer to manage sessions and respond dynamically to user queries on Telegram.",https://drive.google.com/file/d/1nXGwAF_hXQBjxfl16UDLEj04u54AhV2q/view?usp=sharing
AI-Powered Telegram Image Response,"An n8n workflow that uses Telegram API and OpenAI's image generation to receive text messages, generate AI images from the text, and send these images back via Telegram, enabling AI-enhanced visual communication.",https://drive.google.com/file/d/1xABqVFlbISj-xSzZa23lU95N6qLcleSK/view?usp=sharing
Daily Google Calendar Meetings to Telegram,"Automates sending a daily list of Google Calendar meetings via Telegram using Google Calendar and Telegram APIs in n8n. Triggered every morning at 6 AM, it retrieves today's meetings, formats details, and messages them to your Telegram user.",https://drive.google.com/file/d/1eTs1t80aRa-kTZG0Erle1ISkZ6DM_5kQ/view?usp=sharing
GitHub Issues to Telegram Notifier,"Automates fetching open GitHub issues labeled 'Bug' from a specified repo every 10 minutes, filters by comments count, and sends new issue alerts via Telegram bot. Utilizes GitHub API, n8n automation, and Telegram API for real-time notifications.",https://drive.google.com/file/d/1qZtXn2eyKgrTv3SGq587BFpd5bYdmZTO/view?usp=sharing
Send Files to Kindle via Telegram Bot,"Automates sending files received from a Telegram bot to a Kindle device via email using Microsoft Outlook API. Ensures files are present, renames attachments, sends to Kindle email, and notifies user. Integrates Telegram Bot API and Outlook mail services.",https://drive.google.com/file/d/187oXWK5mKhcTwaQaY8SKaB88eMkNkZp9/view?usp=sharing
Telegram Error Notification for n8n,"An n8n workflow to send real-time error alerts via Telegram bot. Uses n8n's Error Trigger node linked to a Telegram node with bot token and chat ID. Notifies workflow name, execution time, error details, and last executed node for easy monitoring.",https://drive.google.com/file/d/1ZUOA68JFUeo7FE2e8iKYbElUj2CMH0c9/view?usp=sharing
Telegram Image Auto-Analyzer with OpenAI,"Automates image analysis on Telegram using n8n workflow with Telegram and OpenAI APIs. It triggers on image messages, analyzes images via OpenAI, and sends textual analysis back to Telegram chats, enabling real-time content moderation, categorization, and feedback.",https://drive.google.com/file/d/1xThwpWZcoyVNogQQDHeqie-6h4rcPQHq/view?usp=sharing
Telegram Refund & Complaint Automator,"Automates customer refund and complaint handling via Telegram, Freshdesk, and Monday.com. Uses Telegram trigger, Freshdesk API for ticket creation, conditional branching for refund or complaint, and Monday.com for task organization. Enables quick response and tracking.",https://drive.google.com/file/d/17HpYIBqxcrT6-6TODpKDOKD8c42-aQ8V/view?usp=sharing
RSS to Telegram Media Broadcaster,"Automates fetching Instagram and Weibo RSS feeds, filters duplicates, extracts images from posts, and sends them as photos or text messages to Telegram channels. Uses n8n with RSS Feed, Function, If, and Telegram nodes integrating RSSHub API and Telegram Bot API.",https://drive.google.com/file/d/1MHuEWy9_UkxnEEj5FQQ1uFkphC2g4KMT/view?usp=sharing
Telegram Image Analyzer with OpenAI,"Automates image analysis in Telegram chats using n8n, OpenAI for image processing, and Telegram API for communication. Detects received images, analyzes them with OpenAI's base64 image capabilities, and sends back insightful text responses. Enhances moderation, tagging, and feedback workflows.",https://drive.google.com/file/d/1hCLo4t0YkoSMAqHWSabf4ynf4hobhcRd/view?usp=sharing
Daily Vegan Recipes Telegram Bot,"Automates sending one random vegan recipe daily via Telegram using Spoonacular API. Integrates Airtable to manage subscriber chat IDs, n8n cron for scheduling, and Telegram nodes for messaging. Welcomes new users and sends recipe image and URL automatically.",https://drive.google.com/file/d/1C1D6a8VFiVCnFM8dIDMupAsRpCZ5I3DL/view?usp=sharing
Telegram AI Chatbot with LangChain & Dall-E,"An AI-powered Telegram chatbot using n8n with LangChain nodes, OpenAI GPT-4o for conversation, Dall-E-3 for image generation, and Telegram API integration. It handles user chat, generates images on request, and replies with text or images, maintaining session context.",https://drive.google.com/file/d/1sFqkeMeq_IKdMhMQ1RGCXwWm5WclaE7-/view?usp=sharing
Telegram Voice/Text to Todoist Task Creator,"An n8n workflow that converts Telegram voice or text messages into structured Todoist tasks. It uses Telegram API for input, OpenAI Whisper for voice transcription, GPT-4o-mini for AI task decomposition, and Todoist API for task creation.",https://drive.google.com/file/d/1xjpk6THo8NX1D1oDBLHi_5pZFdkaE46C/view?usp=sharing
AI-Powered Telegram Survey Bot with Redis & Google Sheets,"Conducts structured product satisfaction surveys via Telegram bot. Uses Redis for session state, Google Sheets for questions and answers storage, and OpenAI GPT models for generating follow-ups and conversational AI. Enables guided, multi-turn survey chats with dynamic follow-up questions.",https://drive.google.com/file/d/17xIKhI9JX4QjjXGuaQM6tqpJ27Llla_X/view?usp=sharing
Telegram-Based Delivery Tracking Assistant,"Automates shipment tracking via Telegram bot integration, guiding drivers through delivery number input, GPS location sharing, photo uploads, and sends confirmations via Gmail. Uses Telegram API, Google Drive, Google Sheets, and Gmail within n8n workflow for logistics management.",https://drive.google.com/file/d/1FytjUXuVWsHg0C3EaSKJx6ZWrgfv2yZg/view?usp=sharing
AI Telegram Bot with Supabase Memory,"An n8n workflow integrating Telegram Bot API, OpenAI Assistants (via HTTP API), and Supabase database to create a context-aware AI chatbot. It stores user sessions and conversation threads to maintain memory for personalized, continuous conversations in Telegram.",https://drive.google.com/file/d/1QbulSgNLf5b6flG3tSYs6Qn5fwnu10Yb/view?usp=sharing
YouTube Transcript Summarizer & Telegram Notifier,"Automates extraction, summarization, and analysis of YouTube video transcripts using YouTube API, a custom YouTube transcripter, and GPT-4o mini. Sends structured summaries and video info to a Telegram channel. Built with n8n workflow automation.",https://drive.google.com/file/d/1GsLnfN_PDRzwMgf1m1va2O2iOPzv-iek/view?usp=sharing
Telegram AI Chatbot with Long Term Memory,"An n8n workflow integrating Telegram Bot API with DeepSeek AI (compatible with OpenAI API) and Google Docs for long-term memory storage. It validates Telegram user identity, routes message types, processes chats with AI, and saves user-specific memories to enable personalized, context-aware conversations.",https://drive.google.com/file/d/1AvyaWsNyYrbb4a4IBL01YVnPRa70n39a/view?usp=sharing
"Telegram Bot: AI Text, Audio & Image Handler","An automated Telegram bot workflow using n8n. It sets up Telegram webhooks and processes incoming messages with AI capabilities: transcribes voice to text, analyzes images with OpenAI GPT-4o-mini, classifies text messages, and routes them accordingly. Integrates Telegram API, Langchain OpenAI nodes, and n8n automation.",https://drive.google.com/file/d/1UZ5ZkBcGWk5weCKr1Wdc4mu9XDfqYvlp/view?usp=sharing
Telegram Support Ticket System via n8n,"An n8n workflow integrating Telegram Bot API and Redis to convert Telegram messages into a support ticket system. It manages user data, creates unique forum topics in a Telegram support group, forwards messages, and broadcasts announcements to users. Enables team collaboration and message preservation.",https://drive.google.com/file/d/1_53NaBJonry5gWOSeng3L3DvEwEge9ck/view?usp=sharing
Telegram Resume Extractor & PDF Generator,"Automates resume processing via Telegram: downloads PDFs, uses OpenAI GPT-4 to parse resumes into structured JSON, formats data into HTML, converts to PDF using Gotenberg, then sends PDF back to users. Integrates Telegram API, OpenAI API, and Gotenberg.",https://drive.google.com/file/d/1L_Aa4g2rTqfRcR5w6y8Uno1vjVIyTqCK/view?usp=sharing
AI Children’s Storytelling on Telegram,"Automates creation and sharing of children’s stories on Telegram using OpenAI GPT-3.5 for story and image prompts, DALL·E for images, and OpenAI-generated audio. Scheduled to run every 12 hours, integrates Telegram API for direct story, audio, and image delivery.",https://drive.google.com/file/d/1DIs6XAy5E63pybXO96y48huXymAG94HV/view?usp=sharing
Telegram Bot Integration with Payment & Registration,"An n8n workflow integrating Telegram Bot API to handle various message types (text, photo, file, voice), commands, user registration, and payments via Google Sheets and sub-workflows for registration and payment processing.",https://drive.google.com/file/d/1uWC7m2t2TSd-WzZJUE5XIoQlPfAhI-Uu/view?usp=sharing
RSS Feed to Telegram Alerts,"Automates sending new RSS feed items to Telegram chats using n8n with RSS Feed Read and Telegram API nodes. Checks latest items and posts updates automatically on schedule, ideal for real-time content alerts or monitoring feeds in Telegram.",https://drive.google.com/file/d/1yyYZKO_7vlrdn6Zln9m5p1mrwu6VW7Cf/view?usp=sharing
