Name,Description,Link
AI-Powered Email Automation & Management,"Automates email reading, summarization, reply drafting, and approval using IMAP, Gmail, OpenAI (GPT-4o-mini), Qdrant vector DB, Google Drive, and DeepSeek AI. Enhances business email workflows with AI-driven summarization, classification, retrieval, and human feedback integration.",https://drive.google.com/file/d/1WbAxV9fcKNj8jJY56_iYxYiAIPZvUBpk/view?usp=sharing
Daily Email Summarizer with OpenAI,"Automates fetching Gmail emails from the past 24 hours, summarizes key points and action items using OpenAI GPT-4o-mini, and sends a styled HTML summary email daily at 7 AM. Integrates Gmail API, n8n scheduling, data aggregation, and OpenAI for AI-powered email digest.",https://drive.google.com/file/d/1KAyvLPFebMUmj3dkXgNOLgdDLGUQXU5H/view?usp=sharing
Automated Factoid Email Subscription Service,"An n8n workflow that automates sending personalized educational fact emails using Airtable for subscriber data, LangChain AI for content and image generation (Groq and OpenAI APIs), Gmail for delivery, and web forms for subscription management.",https://drive.google.com/file/d/1I925EY_Cox33CaDIX6QBhhTvZSidHB__/view?usp=sharing
Email Header Authentication & IP Analysis,"Automates email header analysis using Microsoft Graph API and IPQualityScore API to extract and evaluate SPF, DKIM, DMARC authentication and IP reputation, enabling detection of spam, phishing, and email spoofing threats.",https://drive.google.com/file/d/17F0YmocnPCtKQSBvdta_L_ARXLauNukJ/view?usp=sharing
Email to Notion Automation,"Automates processing of incoming Gmail emails using OpenAI GPT-4, extracts tasks and summaries, and creates detailed pages in Notion databases. Uses Airtable to manage routing and labels to prevent duplicate processing.",https://drive.google.com/file/d/1ndLccNTCWN6i8eYlbLI6ztgy_dSSOVT_/view?usp=sharing
YouTube RSS Feed Notifier with Email & Telegram,"Automates monitoring of YouTube channels via RSS feeds, fetching video details using YouTube Data API, and delivers custom notifications via Gmail (individual or digest emails) and Telegram. Includes OpenAI for generating responsive HTML email cards. Ideal for content creators and marketers.",https://drive.google.com/file/d/1tmAco7hr6yKUrBDLxpREJPHdYvDZ_TRc/view?usp=sharing
Gmail Email to Vector Embeddings Pipeline,"Automates extraction of Gmail emails, structuring metadata in PostgreSQL and generating vector embeddings with Ollama's nomic-embed-text model stored in PGVector for semantic search and analysis. Built with n8n, Gmail API, PostgreSQL, and Ollama embeddings.",https://drive.google.com/file/d/10kWLPfY1UHMCN3x-e76peBZO239bx-8X/view?usp=sharing
Daily Financial News Summary Emailer,"Automates daily extraction of top financial news from ft.com using HTTP request and CSS selectors, summarizes with Google Gemini AI, and emails a structured HTML recap via Microsoft Outlook. Ideal for investors seeking concise market updates.",https://drive.google.com/file/d/1NO9_92fFWAjE__ktN1L0-ZLM-2clV8wb/view?usp=sharing
Gmail Email Reply Draft with OpenAI,"Automates drafting email replies in Gmail by using OpenAI Assistant. It fetches emails with specific labels, sends message content to OpenAI, generates reply drafts, converts Markdown to HTML, creates RFC-compliant encoded drafts, and adds them back to Gmail threads. Utilizes Gmail API and OpenAI API within an n8n workflow.",https://drive.google.com/file/d/18QXHD4eth30LlVQq1oK1I_Mg_XbrJoi0/view?usp=sharing
Email Promo to Podcast Audio Automation,"Automates conversion of Gmail CATEGORY_PROMOTIONS emails into concise audio podcasts. Uses Gmail API to fetch emails, OpenAI for text summarization, TikTok TTS API for speech synthesis, and Telegram API to send audio messages. Streamlines promo content consumption.",https://drive.google.com/file/d/1aoCtMXt5oCajoGlvQtFDRWKRxqukQO8v/view?usp=sharing
Email Validation and CRM Lead Automation,"Automates email verification via CaptainVerify API, creates leads in SuiteCRM with validated data, syncs contacts with Brevo, and sends notifications to NextCloud Discussions about lead creation, invalid emails, and low credits. Triggered by Tally Forms submissions.",https://drive.google.com/file/d/1eLkJXvdF6-65a-TMULQIHXRKx6_ltnaL/view?usp=sharing
Daily Podcast Summary Email Automation,"Automates daily retrieval of top US podcasts by genre from Taddy API, crops audio via Aspose API, transcribes with OpenAI Whisper, summarizes using GPT-4o-mini, and emails summaries via Gmail for easy daily podcast insights.",https://drive.google.com/file/d/1_8dHz4a4sZBPP-QI00p99bYOdduNJM6Z/view?usp=sharing
Invoice Extraction from Outlook Emails,"Automates extraction of invoice data from Outlook emails using Microsoft Outlook API and Google Gemini 2.0 for AI-based document classification and OCR. Extracted invoice details are saved to Microsoft Excel, streamlining accounts receivable processing.",https://drive.google.com/file/d/1o1BXX5dh26nloA2VA_x0zWGPuDsxlUPt/view?usp=sharing
AI-Powered Personalized Sales Email Generator,"Automates personalized sales email drafting using HubSpot CRM data, Gmail email correspondence, and Google Gemini AI models. It analyzes customer emails to build detailed personas, then crafts tailored outreach emails saved as Gmail drafts for review.",https://drive.google.com/file/d/1jIi7SIwbJHGTwN252qRwizvsCKcdEwia/view?usp=sharing
AI-Powered Gmail Email Organizer via Telegram,"Automates Gmail inbox management by retrieving emails, filtering processed emails, and using OpenRouter GPT-4.1 AI to categorize each email as necessary or unnecessary. Archives unneeded emails, applies labels to others, and reports results via Telegram. Integrates Gmail API, Telegram Bot API, and OpenRouter GPT-4.1.",https://drive.google.com/file/d/1XOWklQmDY3lNzqxWFo8IrvXJgeGzo1bF/view?usp=sharing
Automated Email Parsing & HubSpot CRM Update,"Workflow automates email parsing using OpenAI GPT-4o-mini model, extracts contact info, searches/updates contacts in HubSpot CRM, and creates email engagement records. Integrates IMAP email, HubSpot OAuth2 API, and LangChain AI nodes for seamless CRM enrichment.",https://drive.google.com/file/d/14xQvbwGyOSNvXn9kdoBtU1VDnbFhZjfZ/view?usp=sharing
AI-Powered Hebrew Stock Analysis & Email Reports,"Automates weekly stock analysis using Chart-img, Twelve Data, Alpha Vantage APIs combined with OpenAI GPT-4o for technical and sentiment insights. Generates detailed Hebrew reports with technical indicators, news sentiment, and sends styled HTML emails with recommendations.",https://drive.google.com/file/d/1cqbkaFsuvR28ENWxCJqLoiKO-jAqZ5ak/view?usp=sharing
AI Outlook Email Auto Categorizer,"Automates categorization of Microsoft Outlook emails using n8n workflows integrated with Ollama's qwen2.5 AI model. Cleans email content, classifies into categories (action, junk, receipt, SaaS, community, business), updates Outlook labels and moves emails accordingly.",https://drive.google.com/file/d/1SQvAAnsJLEAXYOBHTCbkQ_Npy4u80q8e/view?usp=sharing
Daily AI Email Summary and Action Extractor,"Automates daily email retrieval from Gmail, uses OpenAI GPT-4o-mini to summarize key email info and extract action items, then emails a styled HTML report. Tech stack: Gmail API, OpenAI API, n8n workflow automation, with scheduling and aggregation nodes. Ideal for teams needing concise daily email digests.",https://drive.google.com/file/d/14LmV0qMxLV6ZxxmqR4VgRwLYFHvzcbH2/view?usp=sharing
Outlook AI Email Categorizer & Prioritizer,"Automates email categorization and prioritization in Microsoft Outlook. Integrates Microsoft 365, Monday.com CRM, Airtable, and OpenAI GPT-4 AI to analyze, categorize, and set priorities on incoming emails based on custom rules and contact data.",https://drive.google.com/file/d/1Jw9v8vzHKYJLHM30VqpxD20Lg3WPQeA9/view?usp=sharing
AI-Powered Email Summarization & Reply Automation,"An n8n workflow integrating IMAP email triggers, Gmail, OpenAI GPT models, and Qdrant vector DB to summarize incoming emails, generate context-aware professional replies, classify human feedback, and send emails after review. Supports Gmail, Outlook, Google Drive docs, and uses LangChain components for advanced AI processing.",https://drive.google.com/file/d/1RtYkxbW00Uhj6CKGYJgU290D7kgzN1OD/view?usp=sharing
AI Email Auto-Responder with Approval Workflow,"Automates email processing by reading IMAP messages, converting to Markdown, summarizing content, retrieving data from Qdrant vector DB, composing replies with OpenAI GPT and DeepSeek models, and sends responses after a YES/NO approval via Gmail. Tech: IMAP, Qdrant, OpenAI, DeepSeek, Gmail API.",https://drive.google.com/file/d/1OWIYvozkI29ZC-93qbINfsMtqqtlWUgr/view?usp=sharing
AI Email Summarizer & Auto Responder,"Automates email processing by reading IMAP emails, converting HTML to Markdown, summarizing content via DeepSeek/OpenAI, classifying and replying professionally using GPT-4o-mini, and storing context in Qdrant vector DB. Integrates IMAP, OpenAI, DeepSeek, Qdrant, Google Drive, SMTP.",https://drive.google.com/file/d/1LQcymu_sSPTZ5ne7kH4lDyNa3cJzdUiH/view?usp=sharing
AI-Powered Outlook Email Categorizer,"Automates email categorization and prioritization in Microsoft Outlook using OpenAI GPT-4 model, Monday.com CRM, Airtable for rules and categories, and n8n workflow automation to organize and flag emails intelligently.",https://drive.google.com/file/d/1EM6q1CDIcS8zEf3vq3Cuq3GrT8-1oRCL/view?usp=sharing
Automated Email Reply & Feedback Logger,"An n8n workflow that triggers on receiving emails from specific senders, generates AI-powered replies using OpenAI GPT, sends email responses via Gmail, and logs both original emails and replies into Google Sheets. It also collects user feedback through webhooks to improve response quality.",https://drive.google.com/file/d/1d5nkteYSNjsG7y3sp-yG-QQJw3QHa5_0/view?usp=sharing
Automated Phishing Email Detection & Jira Reporting,"An n8n workflow integrating Gmail and Microsoft Outlook triggers to capture emails, uses hcti.io API for HTML screenshot generation, OpenAI's ChatGPT-4 for phishing analysis, and auto-creates detailed Jira tickets with email data and screenshot attachments for streamlined phishing incident management.",https://drive.google.com/file/d/1fKfdPlJ-ecW_uChAUQT4p0KOlUDK7_jF/view?usp=sharing
Email Phishing Detection & Jira Reporting,"Automates detection of phishing emails from Gmail and Outlook using ChatGPT AI, captures email content and headers, generates email screenshots via hcti.io API, and logs detailed tickets with attachments in Jira for security review.",https://drive.google.com/file/d/1SBlz4z81tE7Tk-L9GQsWeqlmqMHYKQ07/view?usp=sharing
YouTube Subscription Video Email Notifier,"Automate email notifications for new YouTube videos from your subscriptions. Uses YouTube Data API v3 for subscriptions, YouTube RSS for latest videos, filters out shorts, and sends thumbnail-rich emails via SMTP. Runs hourly by default.",https://drive.google.com/file/d/1yjkeirhqditnZISC0XT69fHN19FT8g73/view?usp=sharing
Automated Email Appointment Scheduler,"This n8n workflow automates detection and management of appointment requests from unread Gmail messages using OpenAI GPT-4 and Google Calendar APIs. It classifies emails, checks calendar availability, proposes meeting times, and replies, streamlining email scheduling tasks.",https://drive.google.com/file/d/1VvebfU7bxnikRUI5Zt5u6xARyjmH_9lT/view?usp=sharing
Website Screenshot Capture & Email Sender,"Automates capturing website screenshots (full and partial) via Uproc API, uploads them to Dropbox, and emails them using AWS SES. Triggered manually, it efficiently combines web automation, cloud storage, and email services for easy screenshot sharing.",https://drive.google.com/file/d/1x6T69igw_CEmN6LfA8C4DP_GPyhUsYBs/view?usp=sharing
Automated Recipe Finder and Email Sender,"This n8n workflow uses Edamam API to fetch recipes based on customizable criteria like diet, health, calories, and cooking time. It runs daily at 10am, selects random diet/health filters if set to random, compiles recipes, and emails them using Gmail SMTP.",https://drive.google.com/file/d/1rajLkrb-r7BmSbnzywT2O7U7DnNkZAiF/view?usp=sharing
YCombinator News Scraper & Emailer,"Automates fetching latest news from YCombinator using HTTP Request and HTML Extract nodes, merges data, exports to spreadsheet, and sends via email. Built with n8n workflow automation, utilizes web scraping and SMTP email delivery.",https://drive.google.com/file/d/1llLQvqiTALCqjH2JcPa3SKexIpLGxhm8/view?usp=sharing
Google Drive File Creation Email Alert,Workflow monitors a specific Google Drive folder for new files and sends an email notification upon creation. Uses Google Drive Trigger and SMTP email nodes in n8n to automate instant alerts for file updates.,https://drive.google.com/file/d/1uZQPBUVM8tiG0CI2SEBZMRy9OJ4-5uDK/view?usp=sharing
Email Enrichment & Lemlist Lead Import,"Automates lead enrichment using Dropcontact API with data from Google Sheets, then imports enriched leads into Lemlist for email campaigns. Uses Google Sheets OAuth2, Dropcontact for contact verification, and Lemlist API to streamline B2B outreach.",https://drive.google.com/file/d/1iJUicAR53BeH1zwQy6tTuM1u025xvmF2/view?usp=sharing
Pipedrive Lead Enrichment & Email Finder,"Automates lead enrichment and email discovery using Pipedrive CRM and Datagma API. It enriches new organizations with funding, traffic, and industry data, finds ideal sales contacts, verifies emails, and updates Pipedrive records for streamlined sales prospecting.",https://drive.google.com/file/d/1OTh_gzEEkhgmUAaXIyWPSeKmOkaRazae/view?usp=sharing
Automated Email Reply Handling & CRM Sync,"This n8n workflow automates email reply categorization using OpenAI, managing leads in Lemlist and HubSpot, and notifying teams via Slack. It integrates Lemlist API, HubSpot CRM, Slack API, and OpenAI GPT for lead status updates, unsubscribes, deal creation, and follow-ups.",https://drive.google.com/file/d/1xXJG7WrrtP-XXe0Sthq7oaRRL_3UAKQe/view?usp=sharing
Outlook Draft Email with Attachment Automation,"Automate creating, attaching files, and sending draft emails via Microsoft Outlook using n8n workflow. Integrates Microsoft Outlook API and HTTP Request node to fetch attachments, enabling streamlined email drafting and sending.",https://drive.google.com/file/d/1Dts58aypfK_Yw-hL3VQHlbNIjRfFPVgh/view?usp=sharing
Email Validation & Mailing List Automation,"Automates email capture and validation using n8n with Hunter.io for email verification and SendGrid to add valid emails to a mailing list, streamlining subscriber management via a custom form trigger.",https://drive.google.com/file/d/1AFc3F-DBA69TmrsFVzQ4ttPrG_wVMrT9/view?usp=sharing
Bulk Email Verification with Icypeas & Google Sheets,"Automates bulk email verification using Icypeas API, Google Sheets for input data, and n8n for workflow orchestration. Reads emails from Google Sheets, authenticates via HMAC SHA1, and posts verification requests to Icypeas, streamlining large-scale email validation.",https://drive.google.com/file/d/1SAvqjnX7SZ5hCSYxI0173lPwX2r2bYmr/view?usp=sharing
Daily Company News Email Reminder,"Automates sending daily emails with latest news about companies from your calendar meetings. Uses Google Calendar API to fetch meetings, NewsAPI to gather recent articles, and Gmail API to email formatted news summaries.",https://drive.google.com/file/d/1rjRmhvAEb862v9LBrbhrnSXEkH5iuXaa/view?usp=sharing
Lead Qualification via Email Verification & Scoring,"Automates lead qualification by collecting business emails via n8n form trigger, verifying email validity with Hunter API, scoring leads with MadKudu API, and sending Gmail alerts for high-fit leads. Integrates n8n, Hunter, MadKudu, and Gmail for smart lead management.",https://drive.google.com/file/d/1lahHGep06RuWwBKgntQi75kO8ZFWsODL/view?usp=sharing
Hourly RSS Feed Email Notifier,"An n8n workflow that checks multiple RSS feeds every hour for new posts published in the last hour and sends email notifications via Gmail. It uses RSS Feed Read, conditional date filtering, batching, and Gmail OAuth2 to keep users updated on fresh content automatically.",https://drive.google.com/file/d/1Q3qxZCCFowjw5j5-5HdFMZ6zbSnBgMPU/view?usp=sharing
Gmail Inbox Starred Email Archiver,"Automates Gmail inbox management by archiving all non-starred emails daily on workdays. Utilizes Gmail API via OAuth2 in n8n workflow to fetch emails, filter starred ones, and archive others, keeping inbox tidy and prioritized.",https://drive.google.com/file/d/1L0_dIa8vjlCP37aMrBK57JC30hJ6wXNF/view?usp=sharing
Daily Show HN Trending Email Alert,"Automates daily scraping of Hacker News front page using HTTP Request and HTML Extract nodes in n8n. Filters for 'Show HN:' posts, formats results in a Function node, and sends summary emails via Send Email node every day at 13:00. Useful for tech enthusiasts.",https://drive.google.com/file/d/1pDdxF3Xgh5bCsRJFh_CbsV-22YZLtAbm/view?usp=sharing
Auto Save Email Attachments to Google Drive,"This n8n workflow monitors Gmail for new emails with attachments, downloads them, and automatically uploads the files to Google Drive. It uses the Gmail Trigger node, a Function node to manage binary data, and Google Drive API integration to streamline file saving and organization.",https://drive.google.com/file/d/1eKReAhieRX823DYQNk_-h-O9ENwevsL7/view?usp=sharing
Elastic Alert Email Notifier,"Automates monitoring of PRISM Elastic alerts and sends email notifications via Microsoft Graph API using OAuth2. Utilizes n8n nodes: Schedule Trigger, HTTP Request, If, and Email API integration for real-time alert management and communication.",https://drive.google.com/file/d/1tf_9ZV6NO12VdwYQ0IybyIc-dJfJHa-w/view?usp=sharing
GitHub Release Notifier via Email,"Automates daily checks for the latest GitHub repo release using GitHub API, converts the release notes from Markdown to HTML, and sends an email notification via SMTP if a new release occurred in the last day.",https://drive.google.com/file/d/1fEn7K18c8Fdhe1YI4CZfb69SSXPfsTMj/view?usp=sharing
Daily Server Update Notification Emailer,"Automates daily checks of upgradable packages on a VPS via SSH, formats the list into HTML, and sends email notifications through SMTP to alert server admins about pending updates. Utilizes SSH node, JavaScript code node, and SMTP email in n8n.",https://drive.google.com/file/d/1ryBlzOOtvjhFuUCXtfVGqbO3j5C3L6dV/view?usp=sharing
MediaMarkt Deals Email Notifier,"Automates retrieval of MediaMarkt Spain deals using BrightData proxy, extracts and classifies deal info with OpenAI GPT-4o-mini, generates HTML emails via n8n Document Generator, and emails personalized top deals based on user-selected categories. Tech stack: BrightData API, OpenAI API, SMTP email, n8n workflow automation.",https://drive.google.com/file/d/1OkmEmuf37PV6oXJp__OFkVQRa9Jq-_RZ/view?usp=sharing
OpenAI Email Classifier & Extractor,"An n8n workflow automating email processing: reads emails via IMAP, extracts PDF attachments, classifies emails into categories using OpenAI GPT-4o, and extracts applicant details with LangChain nodes. Ideal for automating job application and inquiry triage.",https://drive.google.com/file/d/1Ihu7SgSsNv8o76UroEy6F_BERkopFhwo/view?usp=sharing
Email Threat Analysis Automation,"Automates email threat detection by reading IMAP emails, creating cases in TheHive, analyzing attachments with Cortex analyzers, and updating observables like domain, IP, and email using TheHive and Cortex APIs for cybersecurity incident response.",https://drive.google.com/file/d/1E2v_LmrFv_HLFfnUNXccYUmLoU-t2UPe/view?usp=sharing
Invoice Email Alert & Approval Automation,"Automates invoice detection from Gmail using IMAP, extracts total amounts with Mindee Invoice API, sends Slack alerts, and emails finance manager for high-value invoices above $1000. Integrates Gmail, Mindee, Slack, and SMTP for seamless invoice workflow.",https://drive.google.com/file/d/1HPGEb-gqNNSx71c6cR4E010uv1wkuw4I/view?usp=sharing
AI-Assisted Human-in-Loop Email Reply System,"Automates email handling by using IMAP to read emails, converts content to Markdown, summarizes it with Langchain OpenAI models, generates professional replies via AI, and integrates human approval before sending replies via SMTP. Tech stack: n8n, OpenAI GPT-4, Langchain, IMAP/SMTP.",https://drive.google.com/file/d/1FSWlU0ejZvqKhvozUxEE9yMzf46ViaFT/view?usp=sharing
Email Natural Language to SQL Query,"An n8n workflow that converts natural language questions about a PostgreSQL email metadata database into SQL queries using the Ollama language model. It automates schema extraction, enforces strict schema adherence, and returns query results from the emails_metadata table.",https://drive.google.com/file/d/1Ncemt5kYJFanPQdoVkkDLVnUkFFz-f0m/view?usp=sharing
AI Email Auto-responder & Summarizer,"Automates email response by reading IMAP emails, converting content to markdown, summarizing with DeepSeek and OpenAI models, classifying, and generating concise replies reviewed and sent automatically. Integrates Google Drive for document vectorization with Qdrant and uses OpenAI and DeepSeek APIs.",https://drive.google.com/file/d/17m8QNEEssu-DEMphCpvkuU5gTPIyFH_Z/view?usp=sharing
Daily Podcast Summary & Email Automation,"Automates daily retrieval of top US podcasts by genre using Taddy API, crops audio via Aspose API, transcribes using OpenAI Whisper, summarizes with GPT-4o-mini, and emails results via Gmail OAuth2. Provides concise podcast episode summaries delivered to your inbox.",https://drive.google.com/file/d/1_nADK-bFvel-p6mDo4clJDJWkCa40tae/view?usp=sharing
Obsidian Note to Gmail Email Sender,"Automate sending Obsidian notes as emails via Gmail using n8n. Integrates Obsidian's Post Webhook plugin, parses YAML metadata for email fields, handles attachments with base64 encoding, and sends emails with or without attachments seamlessly.",https://drive.google.com/file/d/1NhYNEKspiiYe78qmO20vbLjvsi_o8Re4/view?usp=sharing
Book Data Scraper to CSV & Email via Dumpling AI,"Automates scraping book data from web pages using Dumpling AI, extracts titles and prices with HTML nodes, sorts by price, converts to CSV, and emails via Gmail. Integrates Google Sheets trigger, HTTP request, HTML parsing, sorting, file conversion, and Gmail APIs for end-to-end scraping and delivery.",https://drive.google.com/file/d/1szYDyOkyHzeaZnOVljTy0zIaOkt-FVX2/view?usp=sharing
Automated AI-Powered Fact Emailer,"An n8n workflow that uses Airtable as subscriber DB, AI agents (Groq llama-3.3-70b, LangChain, OpenAI) to generate unique factoids and images, and Gmail for sending scheduled personalized educational emails with subscription management via n8n forms.",https://drive.google.com/file/d/1zLWKN4hXIKSahRF-2TKuaijWADIujTUJ/view?usp=sharing
Automated Daily Digest Email Creator,"An n8n workflow that aggregates top news from Times of India RSS, recent Gmail emails, and Todoist tasks into a styled daily summary email. Utilizes RSS Feed, Gmail API, Todoist API, and custom JavaScript for formatting and sends digest automatically via Gmail.",https://drive.google.com/file/d/1046JgjkHNIOb6yRnkV7GM5iIifU1ETLD/view?usp=sharing
Weekly SEO Report Email Automation,"An n8n workflow that automates weekly retrieval of SEO data from Google Search Console via its API, generates a summarized report of top search queries, and emails it using Gmail. Scheduled every Monday at 7AM for streamlined SEO performance monitoring.",https://drive.google.com/file/d/16VHBKZM1ZRrXBkGp_9Pdju8EePo7ATTm/view?usp=sharing
AI-Powered Outlook Email Reply Assistant,"Automates email replies by integrating Microsoft Outlook and OpenAI GPT-4o-mini via n8n. Filters emails from specific sender, generates personalized replies in your style, and drafts or sends replies automatically, enhancing email productivity.",https://drive.google.com/file/d/1I8qS7t_RJOy2cPilHAAPYZCjLdCDK4vb/view?usp=sharing
AI Email Summarizer to Messenger,"Automates reading emails via IMAP, summarizes content using Openrouter.ai's LLaMA 3.1 model, and sends concise, prioritized summaries with deadlines to LINE messenger using HTTP APIs. Useful for managing important email info in chat apps.",https://drive.google.com/file/d/1qL84fZ9lx3Ahm9IPoxaHIttf9EtCx0sg/view?usp=sharing
Google Sheets Email Validation Workflow,"Automates email validation by monitoring a Google Sheets for new entries, removing duplicate emails, verifying each email's deliverability through the Effibotics API, and updating the sheet with verification results. Utilizes Google Sheets API, HTTP request node, and email validation service.",https://drive.google.com/file/d/119iLX2ckDbg5fdpGT_2EtbWzLfeU70xg/view?usp=sharing
Email Attachment Organizer to Google Drive,"Automates saving unread Gmail attachments from a specific sender (ray.thomas@charter.com) to a designated Google Drive folder. Utilizes Gmail Trigger, file size switch-based filtering, and Google Drive API, helping to manage and categorize attachments efficiently.",https://drive.google.com/file/d/1yH7NGBfG1GA89CaFMKPpazxcptoE5DNv/view?usp=sharing
HubSpot Email Validation & Alert Workflow,"Automates validation of new HubSpot contact emails using HubSpot APIs and OneSimple API; sends Slack alerts for suspicious emails. Ensures contact email quality by checking deliverability, domain validity, and disposability, improving CRM data integrity.",https://drive.google.com/file/d/1iVAwcQrdLCxW6s_LXKHcLmEJOUCcJ5My/view?usp=sharing
Email to Google Sheets Logger,"Automates saving incoming Gmail emails into Google Sheets as new rows, capturing sender, subject, and snippet. Uses Gmail Trigger and Google Sheets API via OAuth2. Ideal for email logging, lead tracking, and structured email record-keeping.",https://drive.google.com/file/d/11iVPRChnsPc3IL62oP75C3WSlIRFjHO_/view?usp=sharing
Lemlist & HubSpot Email Reply Automation,"Automates lead reply categorization and follow-up creation using Lemlist API, HubSpot CRM, and OpenAI GPT-3 for reply analysis. It unsubscribes, tags replies as interested or out-of-office, and creates deals/tasks in HubSpot, enhancing sales workflows.",https://drive.google.com/file/d/11uH6x_6cMvEAXdrFQ5q8xIB2oXLSdlfU/view?usp=sharing
Email Sales Opportunity Summarizer & Odoo Creator,"Automates capturing sales emails via Gmail API, summarizes inquiry details using OpenAI GPT-3.5, and creates sales opportunities in Odoo CRM. Integrates Gmail, OpenAI language model, and Odoo ERP to streamline lead management and enhance sales pipeline efficiency.",https://drive.google.com/file/d/10oW22N7SJOINl4_8MdtIWL1KnKYyr4KD/view?usp=sharing
Gmail to Notion Automated Email Processing,"Automates converting Gmail emails into structured Notion pages using Gmail API, Airtable for route management, OpenAI GPT-4o for email summarization and task extraction, and Notion API. Filters and labels emails to prevent duplicates, sends error notifications, and manages active workflows.",https://drive.google.com/file/d/1xKuVuuBwNhgyKU0MPiEPEUlB1iOcUQar/view?usp=sharing
Gmail Email Header Authentication Analyzer,"Automates email header analysis using Gmail webhook or trigger in n8n. Extracts originating IP, queries IPQualityScore and IP-API for reputation and geolocation, evaluates SPF, DKIM, DMARC headers, and compiles authentication results for webhook integration.",https://drive.google.com/file/d/1gFHvOHF2AUTnR9TIgbz9NrrsnqYipY26/view?usp=sharing
EDI Order Email Processor with Google Sheets,"Automates processing of EDI order emails via Gmail API, parses EDI messages using JavaScript code, filters orders by type, and appends detailed order data into separate sheets in Google Sheets for return and outbound orders. Utilizes n8n, Gmail Trigger, JS parsing, and Google Sheets API.",https://drive.google.com/file/d/1xfki4yKN6fV8Ecjq4GL8V3sxkStj8zn-/view?usp=sharing
Email to Todoist Task Automation,"Automates converting Gmail emails into Todoist tasks using n8n workflow with Gmail API, Todoist API, and OpenAI's GPT-4 mini model. Summarizes email content, proposes actions, and manages task lifecycle for efficient email-task integration.",https://drive.google.com/file/d/1neQ9Wz17Z-oFniJJL4ckGeawVHAvdGoX/view?usp=sharing
Email To-Do ➔ Google Tasks Automation,"Automates task creation by capturing Gmail emails labeled 'To-Do' using Gmail API and creating Google Tasks via Google Tasks API. Utilizes n8n workflow with OAuth2 credentials for seamless integration, helping users turn emails into actionable tasks effortlessly.",https://drive.google.com/file/d/1paV35xql64ukqDxRC6tYBW3NOw8-QHiL/view?usp=sharing
