Category,Issue,URL
Indexability,Self-Referencing,https://www.thesmartcalculator.com/food/dry-to-cooked-pasta-converter
Indexability,Self-Referencing,https://www.thesmartcalculator.com/food/cups-to-pounds-converter
Indexability,Self-Referencing,https://www.thesmartcalculator.com/sports/batting-average-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/sports/earned-run-average-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/sports/fielding-percentage-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/sports/fielding-independent-pitching-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/sports/magic-number-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/games/wordle
Indexability,Self-Referencing,https://www.thesmartcalculator.com/games/mental-maths
Indexability,Self-Referencing,https://www.thesmartcalculator.com/towing-estimate-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/age-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/piecewise-function-calculator-grapher
Indexability,Self-Referencing,https://www.thesmartcalculator.com/enterprise-seo-roi-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/rpe-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/indiana-child-support-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/time-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/gpa-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/height-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/ip-subnet-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/software/website-cost-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/software/youtube-money-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/software/app-cost-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/business/break-even-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/business/startup-costs-calculator
Indexability,Self-Referencing,https://www.thesmartcalculator.com/how-much-weight-should-i-gain-during-pregnancy
Indexability,Self-Referencing,https://www.thesmartcalculator.com/do-teachers-pay-social-security
Indexability,Self-Referencing,https://www.thesmartcalculator.com/what-is-a-good-monthly-retirement-income-for-a-couple
Indexability,Self-Referencing,https://www.thesmartcalculator.com/what-is-a-cash-balance-pension-plan
Indexability,Self-Referencing,https://www.thesmartcalculator.com/blogs
Indexability,Self-Referencing,https://www.thesmartcalculator.com/how-to-calculate-website-development-cost
Links,Orphan Pages,https://www.thesmartcalculator.com
Links,Only 1 Incoming Link,https://www.thesmartcalculator.com/games/wordle
Links,Only 1 Incoming Link,https://www.thesmartcalculator.com/games/mental-maths
Links,Only 1 Incoming Link,https://www.thesmartcalculator.com/indiana-child-support-calculator
Links,Only 1 Incoming Link,https://www.thesmartcalculator.com/how-to-calculate-website-development-cost
Redirects,Meta Refresh,https://www.thesmartcalculator.com/profile/Zahan%20Uddin%20Khan
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/final-testing-for-admin-dash
Redirects,Meta Refresh,https://www.thesmartcalculator.com/profile/Flip%20Jinn
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/final-testing-system
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/flipp-jinn-zindabad
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/34251516rafgag
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/dasdsadsadsadsa
Redirects,Meta Refresh,https://www.thesmartcalculator.com/community/post/adsdsafasf
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/contact-us
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/privacy-policy
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/terms-and-conditions
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/editorial-policy-mission-statement
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/games
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/financial/salary-calculator
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/maths/square-root-curve-calculator
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/physics/orthogonal-projection-calculator
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/games/mental-maths
Social Tags,Incomplete Open Graph,https://www.thesmartcalculator.com/blogs
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/auth/signin
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/profile/Zahan%20Uddin%20Khan
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/final-testing-for-admin-dash
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/profile/Flip%20Jinn
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/final-testing-system
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/flipp-jinn-zindabad
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/34251516rafgag
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/dasdsadsadsadsa
Localization,Hreflang Missing Self,https://www.thesmartcalculator.com/community/post/adsdsafasf
Localization,Missing X-Default,https://www.thesmartcalculator.com/contact-us
Localization,Missing X-Default,https://www.thesmartcalculator.com/privacy-policy
Localization,Missing X-Default,https://www.thesmartcalculator.com/terms-and-conditions
Localization,Missing X-Default,https://www.thesmartcalculator.com/editorial-policy-mission-statement
Localization,Missing X-Default,https://www.thesmartcalculator.com/financial/salary-calculator
Localization,Missing X-Default,https://www.thesmartcalculator.com/maths/square-root-curve-calculator
Localization,Missing X-Default,https://www.thesmartcalculator.com/physics/orthogonal-projection-calculator
URL Issues,Uppercase URLs,https://www.thesmartcalculator.com/profile/Zahan%20Uddin%20Khan
URL Issues,Uppercase URLs,https://www.thesmartcalculator.com/profile/Flip%20Jinn
